,zip_code, !!Total:, !!Total:!!Urban, !!Total:!!Rural
1064,04087,2269,0,2269
1065,04088,1533,0,1533
1066,04090,11314,5148,6166
1067,04091,942,0,942
1068,04092,20400,19661,739
1069,04093,8376,0,8376
1070,04095,1481,0,1481
1071,04096,8990,6677,2313
1072,04097,4072,86,3986
1073,04101,18109,18109,0
1074,04102,18002,18002,0
1075,04103,31185,31185,0
1076,04105,12406,7495,4911
1077,04106,26641,26641,0
1078,04107,9575,8449,1126
1079,04108,907,0,907
1080,04109,133,0,133
1081,04110,1752,1746,6
1082,04210,24061,19478,4583
1083,04216,666,0,666
1084,04217,3283,0,3283
1085,04219,1544,0,1544
1086,04220,3186,0,3186
1087,04221,1125,0,1125
1088,04222,4173,0,4173
1089,04224,2746,0,2746
1090,04226,88,0,88
1091,04227,22,0,22
1092,04231,276,0,276
1093,04234,27,0,27
1094,04236,4376,25,4351
1095,04237,286,0,286
1096,04238,1223,0,1223
1097,04239,4620,0,4620
1098,04240,37121,32300,4821
1099,04250,4813,3442,1371
1100,04252,4876,3721,1155
1101,04253,2127,0,2127
1102,04254,3060,0,3060
1103,04255,730,0,730
1104,04256,3107,0,3107
1105,04257,2756,2279,477
1106,04258,2766,0,2766
1107,04259,3179,0,3179
1108,04260,5676,0,5676
1109,04261,488,0,488
1110,04263,2262,0,2262
1111,04265,903,0,903
1112,04267,31,0,31
1113,04268,5077,1796,3281
1114,04270,6082,552,5530
1115,04271,44,0,44
1116,04274,5906,0,5906
1117,04275,464,0,464
1118,04276,5858,3306,2552
1119,04280,6674,1777,4897
1120,04281,5135,2023,3112
1121,04282,5817,0,5817
1122,04284,1113,0,1113
1123,04285,376,0,376
1124,04286,8,0,8
1125,04287,3136,0,3136
1126,04289,1775,0,1775
1127,04290,1488,0,1488
1128,04292,986,0,986
1129,04294,3862,0,3862
1130,04330,26322,14086,12236
1131,04341,70,0,70
1132,04342,1725,0,1725
1133,04344,2995,1913,1082
1134,04345,12052,4321,7731
1135,04346,1743,1625,118
1136,04347,2570,2060,510
1137,04348,3152,0,3152
1138,04349,1160,0,1160
1139,04350,3586,0,3586
1140,04351,2462,0,2462
1141,04352,1721,0,1721
1142,04353,2338,0,2338
1143,04354,1570,0,1570
1144,04355,2597,0,2597
1145,04357,3522,0,3522
1146,04358,4373,0,4373
1147,04359,455,0,455
1148,04360,578,0,578
1149,04363,2632,0,2632
1150,04364,6115,0,6115
1151,04401,44608,31185,13423
1152,04406,751,0,751
1153,04408,201,0,201
1154,04410,1184,0,1184
1155,04411,1532,482,1050
1156,04412,9672,7865,1807
1157,04413,147,0,147
1158,04414,1104,0,1104
1159,04415,266,0,266
1160,04416,5451,0,5451
1161,04417,395,0,395
1162,04418,1720,0,1720
1163,04419,2863,0,2863
1164,04421,1320,0,1320
1165,04422,1551,0,1551
1166,04424,839,0,839
1167,04426,4841,0,4841
1168,04427,2900,0,2900
1169,04428,3034,78,2956
1170,04429,4925,144,4781
1171,04430,1567,0,1567
1172,04431,18,0,18
1173,04434,1230,0,1230
1174,04435,963,0,963
1175,04438,1231,0,1231
1176,04441,1632,0,1632
1177,04442,101,0,101
1178,04443,2173,0,2173
1179,04444,9304,3534,5770
1180,04448,1265,0,1265
1181,04449,1373,0,1373
1182,04450,1346,0,1346
1183,04451,199,0,199
1184,04453,725,0,725
1185,04454,62,0,62
1186,04455,916,0,916
1187,04456,2940,0,2940
1188,04457,5689,0,5689
1189,04459,669,0,669
1190,04460,1236,0,1236
1191,04461,3069,1843,1226
1192,04462,4411,3812,599
1193,04463,2766,0,2766
1194,04464,603,0,603
1195,04468,8801,5982,2819
1196,04469,3113,3113,0
1197,04471,624,0,624
1198,04472,2203,0,2203
1199,04473,8070,6786,1284
1200,04474,3812,330,3482
1201,04475,356,0,356
1202,04476,1128,0,1128
1203,04478,272,0,272
1204,04479,1306,0,1306
1205,04481,665,0,665
1206,04485,251,0,251
1207,04487,778,0,778
1208,04488,1186,0,1186
1209,04489,197,197,0
1210,04490,208,0,208
1211,04491,107,0,107
1212,04492,132,0,132
1213,04493,1803,0,1803
1214,04495,399,0,399
1215,04496,3817,0,3817
1216,04497,307,0,307
1217,04530,11153,8199,2954
1218,04535,710,0,710
1219,04537,2000,0,2000
1220,04538,1729,1583,146
1221,04539,1227,0,1227
1222,04541,44,0,44
1223,04543,2297,0,2297
1224,04544,695,669,26
1225,04547,1142,0,1142
1226,04548,1058,0,1058
1227,04551,823,0,823
1228,04553,1848,0,1848
1229,04554,649,0,649
1230,04555,1791,0,1791
1231,04556,1188,0,1188
1232,04558,409,0,409
1233,04562,2155,0,2155
1234,04563,1502,0,1502
1235,04564,505,0,505
1236,04568,461,0,461
1237,04570,16,0,16
1238,04571,308,0,308
1239,04572,5154,0,5154
1240,04573,666,0,666
1241,04574,1592,0,1592
1242,04575,298,229,69
1243,04576,606,586,20
1244,04578,4461,0,4461
1245,04579,3068,152,2916
1246,04605,13651,0,13651
1247,04606,1148,0,1148
1248,04607,1224,0,1224
1249,04609,5089,0,5089
1250,04611,443,0,443
1251,04612,590,0,590
1252,04613,121,0,121
1253,04614,2792,0,2792
1254,04616,827,0,827
1255,04617,724,0,724
1256,04619,3079,0,3079
1257,04622,1310,0,1310
1258,04623,943,0,943
1259,04624,211,0,211
1260,04625,64,0,64
1261,04626,524,0,524
1262,04627,1937,0,1937
1263,04628,672,0,672
1264,04630,1364,0,1364
1265,04631,1288,0,1288
1266,04634,1998,0,1998
1267,04635,27,0,27
1268,04640,2421,0,2421
1269,04642,201,0,201
1270,04643,962,0,962
1271,04645,92,0,92
1272,04646,96,0,96
1273,04648,567,0,567
1274,04649,1245,0,1245
1275,04650,256,0,256
1276,04652,1536,0,1536
1277,04653,575,0,575
1278,04654,3312,0,3312
1279,04655,962,0,962
1280,04657,344,0,344
1281,04658,1375,0,1375
1282,04660,1414,0,1414
1283,04662,460,0,460
1284,04664,1219,0,1219
1285,04666,1125,0,1125
1286,04667,1494,0,1494
1287,04668,1765,0,1765
1288,04669,169,0,169
1289,04671,539,0,539
1290,04673,144,0,144
1291,04674,379,0,379
1292,04675,272,0,272
1293,04676,1076,0,1076
1294,04677,279,0,279
1295,04679,1756,0,1756
1296,04680,1129,0,1129
1297,04681,1056,0,1056
1298,04683,1,0,1
1299,04684,1632,0,1632
1300,04685,355,0,355
1301,04686,135,0,135
1302,04691,460,0,460
1303,04693,461,0,461
1304,04694,2137,0,2137
1305,04730,9813,4281,5532
1306,04732,1506,0,1506
1307,04733,163,0,163
1308,04734,739,0,739
1309,04735,541,0,541
1310,04736,9033,0,9033
1311,04737,0,0,0
1312,04739,993,0,993
1313,04740,1320,0,1320
1314,04742,3322,0,3322
1315,04743,4625,0,4625
1316,04745,1052,0,1052
1317,04746,366,0,366
1318,04747,1281,0,1281
1319,04750,1817,0,1817
1320,04756,3134,0,3134
1321,04757,2777,0,2777
1322,04758,1370,0,1370
1323,04760,748,0,748
1324,04761,590,0,590
1325,04762,577,0,577
1326,04763,661,0,661
1327,04764,42,0,42
1328,04765,1122,0,1122
1329,04766,371,0,371
1330,04768,366,0,366
1331,04769,8797,5361,3436
1332,04772,730,0,730
1333,04773,780,0,780
1334,04774,675,0,675
1335,04776,907,0,907
1336,04777,387,0,387
1337,04779,446,0,446
1338,04780,733,0,733
1339,04781,534,0,534
1340,04783,473,0,473
1341,04785,2323,0,2323
1342,04786,1756,0,1756
1343,04787,445,0,445
1344,04841,6936,6525,411
1345,04843,5241,3928,1313
1346,04847,1698,0,1698
1347,04848,583,0,583
1348,04849,3862,204,3658
1349,04851,53,0,53
1350,04852,64,0,64
1351,04853,408,0,408
1352,04854,1517,922,595
1353,04855,163,0,163
1354,04856,3644,1031,2613
1355,04858,1497,131,1366
1356,04859,645,0,645
1357,04860,1800,0,1800
1358,04861,2739,1991,748
1359,04862,3794,0,3794
1360,04863,1279,0,1279
1361,04864,4865,0,4865
1362,04901,26491,20569,5922
1363,04910,2006,0,2006
1364,04911,1918,0,1918
1365,04912,982,0,982
1366,04915,9110,3550,5560
1367,04917,3259,0,3259
1368,04918,11,0,11
1369,04920,1602,0,1602
1370,04921,1620,0,1620
1371,04922,1096,0,1096
1372,04923,443,0,443
1373,04924,2193,0,2193
1374,04925,87,0,87
1375,04926,35,0,35
1376,04927,3370,0,3370
1377,04928,2221,0,2221
1378,04929,885,0,885
1379,04930,4287,0,4287
1380,04932,1211,0,1211
1381,04936,257,0,257
1382,04937,6363,2785,3578
1383,04938,9592,0,9592
1384,04939,1026,0,1026
1385,04940,60,0,60
1386,04941,1731,0,1731
1387,04942,1121,0,1121
1388,04943,1705,0,1705
1389,04944,68,0,68
1390,04945,1125,0,1125
1391,04947,1717,0,1717
1392,04949,934,0,934
1393,04950,4726,2,4724
1394,04951,931,0,931
1395,04952,1947,0,1947
1396,04953,3139,0,3139
1397,04955,1448,0,1448
1398,04956,721,0,721
1399,04957,3987,0,3987
1400,04958,1868,0,1868
1401,04961,1008,0,1008
1402,04963,7358,2122,5236
1403,04964,265,0,265
1404,04965,1924,0,1924
1405,04966,1527,0,1527
1406,04967,3908,0,3908
1407,04969,1319,0,1319
1408,04970,1632,0,1632
1409,04971,2045,0,2045
1410,04973,1400,0,1400
1411,04974,2649,0,2649
1412,04975,53,53,0
1413,04976,9937,4793,5144
1414,04978,925,0,925
1415,04979,978,0,978
1416,04981,2231,0,2231
1417,04982,581,0,581
1418,04983,1665,0,1665
1419,04984,527,0,527
1420,04985,122,0,122
1421,04986,1585,0,1585
1422,04987,1018,0,1018
1423,04988,2328,0,2328
1424,04989,4520,0,4520
1425,04992,66,0,66
1426,05001,8674,5574,3100
1427,05009,0,0,0
1428,05030,69,0,69
1429,05031,71,0,71
1430,05032,2631,0,2631
1431,05033,2973,0,2973
1432,05034,290,0,290
1433,05035,641,0,641
1434,05036,940,0,940
1435,05037,880,0,880
1436,05038,1328,0,1328
1437,05039,995,0,995
1438,05040,528,0,528
1439,05041,229,0,229
1440,05042,599,0,599
1441,05043,998,0,998
1442,05045,1686,0,1686
1443,05046,1164,0,1164
1444,05048,2465,0,2465
1445,05050,130,0,130
1446,05051,1166,0,1166
1447,05052,341,0,341
1448,05053,289,0,289
1449,05055,3503,837,2666
1450,05056,406,0,406
1451,05058,217,0,217
1452,05059,1357,0,1357
1453,05060,4590,0,4590
1454,05061,1746,0,1746
1455,05062,675,0,675
1456,05065,1096,0,1096
1457,05067,249,0,249
1458,05068,3172,0,3172
1459,05069,673,0,673
1460,05070,460,0,460
1461,05071,307,0,307
1462,05072,509,0,509
1463,05073,22,0,22
1464,05075,1254,0,1254
1465,05076,468,0,468
1466,05077,1158,0,1158
1467,05079,703,0,703
1468,05081,871,0,871
1469,05083,194,0,194
1470,05084,85,0,85
1471,05086,857,0,857
1472,05088,783,783,0
1473,05089,4975,0,4975
1474,05091,3320,0,3320
1475,05101,4139,3018,1121
1476,05141,60,0,60
1477,05142,751,0,751
1478,05143,4698,0,4698
1479,05146,621,0,621
1480,05148,1423,0,1423
1481,05149,2408,0,2408
1482,05150,854,728,126
1483,05151,1334,0,1334
1484,05152,533,0,533
1485,05153,799,0,799
1486,05154,481,0,481
1487,05155,933,0,933
1488,05156,8911,4412,4499
1489,05158,935,36,899
1490,05161,590,0,590
1491,05201,14370,10964,3406
1492,05250,3550,0,3550
1493,05251,1564,0,1564
1494,05252,361,0,361
1495,05253,636,0,636
1496,05254,476,0,476
1497,05255,4018,0,4018
1498,05257,3080,2312,768
1499,05260,373,0,373
1500,05261,2364,0,2364
1501,05262,2366,483,1883
1502,05301,16681,10285,6396
1503,05340,1167,0,1167
1504,05341,485,0,485
1505,05342,658,0,658
1506,05343,986,0,986
1507,05344,807,0,807
1508,05345,1721,0,1721
1509,05346,5126,0,5126
1510,05350,706,0,706
1511,05351,282,0,282
1512,05352,857,0,857
1513,05353,1128,0,1128
1514,05354,2183,0,2183
1515,05355,732,0,732
1516,05356,1313,0,1313
1517,05358,248,0,248
1518,05359,569,0,569
1519,05360,337,0,337
1520,05361,864,0,864
1521,05362,257,0,257
1522,05363,2380,0,2380
1523,05401,32059,32059,0
1524,05403,20166,18786,1380
1525,05404,7981,7981,0
1526,05405,2351,2351,0
1527,05408,10425,10372,53
1528,05439,1455,1455,0
1529,05440,2106,0,2106
1530,05441,542,0,542
1531,05442,358,0,358
1532,05443,6387,0,6387
1533,05444,1948,0,1948
1534,05445,3912,0,3912
1535,05446,16081,13260,2821
1536,05447,141,0,141
1537,05448,1150,0,1150
1538,05450,5280,0,5280
1539,05452,22153,19397,2756
1540,05454,5167,0,5167
1541,05455,1219,0,1219
1542,05456,1137,0,1137
1543,05457,1577,0,1577
1544,05458,2152,0,2152
1545,05459,1699,0,1699
1546,05461,4923,0,4923
1547,05462,1856,0,1856
1548,05463,488,0,488
1549,05464,2975,0,2975
1550,05465,5587,0,5587
1551,05468,13369,6403,6966
1552,05471,816,0,816
1553,05472,1787,0,1787
1554,05473,1470,0,1470
1555,05474,939,0,939
1556,05476,3185,0,3185
1557,05477,4551,0,4551
1558,05478,15704,10907,4797
1559,05481,16,16,0
1560,05482,7751,5580,2171
1561,05483,1653,0,1653
1562,05485,20,0,20
1563,05486,1608,0,1608
1564,05487,1507,0,1507
1565,05488,7945,445,7500
1566,05489,3355,0,3355
1567,05491,5784,0,5784
1568,05492,771,0,771
1569,05494,1754,0,1754
1570,05495,10897,6805,4092
1571,05602,12235,7352,4883
1572,05640,110,0,110
1573,05641,16709,12002,4707
1574,05647,1064,0,1064
1575,05648,464,0,464
1576,05649,494,280,214
1577,05650,1124,0,1124
1578,05651,1503,0,1503
1579,05652,818,0,818
1580,05653,520,0,520
1581,05654,1239,345,894
1582,05655,3020,0,3020
1583,05656,3566,0,3566
1584,05658,1502,0,1502
1585,05660,1841,0,1841
1586,05661,5881,0,5881
1587,05663,6559,0,6559
1588,05664,92,0,92
1589,05666,37,0,37
1590,05667,2235,0,2235
1591,05669,564,0,564
1592,05670,35,35,0
1593,05672,5238,0,5238
1594,05673,2680,0,2680
1595,05674,1977,0,1977
1596,05675,923,0,923
1597,05676,5190,0,5190
1598,05677,2233,0,2233
1599,05678,177,0,177
1600,05679,3263,0,3263
1601,05680,2121,0,2121
1602,05681,231,0,231
1603,05682,1227,0,1227
1604,05701,20349,17350,2999
1605,05730,442,0,442
1606,05731,17,0,17
1607,05732,915,0,915
1608,05733,5935,0,5935
1609,05734,1282,0,1282
1610,05735,4019,0,4019
1611,05736,583,298,285
1612,05737,626,0,626
1613,05738,1139,0,1139
1614,05739,1322,0,1322
1615,05742,641,0,641
1616,05743,4210,0,4210
1617,05744,665,0,665
1618,05746,3,0,3
1619,05747,270,0,270
1620,05748,348,0,348
1621,05751,1415,0,1415
1622,05753,11113,6154,4959
1623,05757,847,0,847
1624,05758,788,0,788
1625,05759,1831,514,1317
1626,05760,1084,0,1084
1627,05761,1132,0,1132
1628,05762,503,0,503
1629,05763,2625,0,2625
1630,05764,3045,0,3045
1631,05765,1722,0,1722
1632,05766,739,0,739
1633,05767,1115,0,1115
1634,05768,45,0,45
1635,05769,1248,0,1248
1636,05770,1179,0,1179
1637,05772,685,0,685
1638,05773,2036,0,2036
1639,05774,1300,0,1300
1640,05775,592,0,592
1641,05776,389,0,389
1642,05777,3100,1388,1712
1643,05778,738,0,738
1644,05819,9040,4883,4157
1645,05820,423,0,423
1646,05821,1172,0,1172
1647,05822,2061,0,2061
1648,05824,1082,0,1082
1649,05825,157,0,157
1650,05826,861,0,861
1651,05827,620,0,620
1652,05828,2019,0,2019
1653,05829,1854,0,1854
1654,05830,1411,0,1411
1655,05832,952,0,952
1656,05833,49,0,49
1657,05836,1132,0,1132
1658,05837,335,0,335
1659,05839,706,0,706
1660,05840,68,0,68
1661,05841,405,0,405
1662,05842,561,0,561
1663,05843,2538,0,2538
1664,05845,1194,0,1194
1665,05846,1298,0,1298
1666,05847,887,0,887
1667,05850,259,0,259
1668,05851,6081,0,6081
1669,05853,560,0,560
1670,05855,7388,0,7388
1671,05857,1402,0,1402
1672,05858,325,0,325
1673,05859,2024,0,2024
1674,05860,2604,0,2604
1675,05862,298,0,298
1676,05866,725,0,725
1677,05867,774,0,774
1678,05868,183,0,183
1679,05871,1540,0,1540
1680,05872,873,0,873
1681,05873,739,0,739
1682,05874,561,0,561
1683,05875,646,0,646
1684,05901,17,0,17
1685,05902,147,0,147
1686,05903,830,0,830
1687,05904,267,0,267
1688,05905,788,0,788
1689,05906,1144,0,1144
1690,05907,159,0,159
1691,06001,19262,17954,1308
1692,06002,21579,21138,441
1693,06010,60748,60686,62
1694,06013,9519,1898,7621
1695,06016,6273,4120,2153
1696,06018,2610,0,2610
1697,06019,9857,6250,3607
1698,06020,23,0,23
1699,06021,1361,8,1353
1700,06022,141,0,141
1701,06023,1344,1344,0
1702,06024,601,0,601
1703,06026,5177,2530,2647
1704,06027,1368,0,1368
1705,06029,16351,10638,5713
1706,06031,1364,0,1364
1707,06032,19060,18797,263
1708,06033,29658,26683,2975
1709,06035,7305,5626,1679
1710,06037,18855,16451,2404
1711,06039,2357,0,2357
1712,06040,35676,35153,523
1713,06042,24044,23998,46
1714,06043,4867,1077,3790
1715,06051,31134,31134,0
1716,06052,8017,7970,47
1717,06053,35024,35024,0
1718,06057,6429,894,5535
1719,06058,1677,0,1677
1720,06059,103,0,103
1721,06060,2452,86,2366
1722,06061,213,0,213
1723,06062,17628,17273,355
1724,06063,3451,35,3416
1725,06065,485,0,485
1726,06066,30237,29631,606
1727,06067,20809,20802,7
1728,06068,1519,0,1519
1729,06069,2463,0,2463
1730,06070,15658,13961,1697
1731,06071,10395,4654,5741
1732,06072,91,91,0
1733,06073,5501,3396,2105
1734,06074,26911,26091,820
1735,06076,11988,5107,6881
1736,06078,12221,10381,1840
1737,06079,89,0,89
1738,06080,43,43,0
1739,06081,1324,1324,0
1740,06082,42141,41201,940
1741,06084,14598,2262,12336
1742,06085,7208,7161,47
1743,06088,4917,3805,1112
1744,06089,3594,3594,0
1745,06090,1183,0,1183
1746,06091,202,0,202
1747,06092,3924,2692,1232
1748,06093,3488,979,2509
1749,06095,29458,29235,223
1750,06096,12613,12613,0
1751,06098,10188,7789,2399
1752,06103,2540,2540,0
1753,06105,18803,18803,0
1754,06106,38036,38036,0
1755,06107,19221,19221,0
1756,06108,24201,24201,0
1757,06109,27298,27292,6
1758,06110,13004,13004,0
1759,06111,30536,30536,0
1760,06112,23189,23189,0
1761,06114,26257,26257,0
1762,06117,16695,16394,301
1763,06118,26844,26844,0
1764,06119,14843,14843,0
1765,06120,12636,12636,0
1766,06226,19233,18978,255
1767,06231,3901,0,3901
1768,06232,3142,0,3142
1769,06234,8484,4357,4127
1770,06235,2089,10,2079
1771,06237,5272,0,5272
1772,06238,12235,687,11548
1773,06239,11410,7606,3804
1774,06241,6568,3272,3296
1775,06242,1365,0,1365
1776,06243,226,0,226
1777,06247,2603,0,2603
1778,06248,5197,0,5197
1779,06249,7142,67,7075
1780,06250,4951,2191,2760
1781,06254,1863,54,1809
1782,06255,4673,2120,2553
1783,06256,2114,1345,769
1784,06258,334,0,334
1785,06259,4163,0,4163
1786,06260,9236,7158,2078
1787,06262,572,450,122
1788,06263,312,312,0
1789,06264,109,0,109
1790,06266,409,332,77
1791,06268,12460,8758,3702
1792,06269,8161,8139,22
1793,06277,3940,770,3170
1794,06278,4266,0,4266
1795,06279,5566,850,4716
1796,06280,3286,1409,1877
1797,06281,7021,707,6314
1798,06282,1225,0,1225
1799,06320,27398,27398,0
1800,06330,3167,1011,2156
1801,06331,5085,0,5085
1802,06332,565,491,74
1803,06333,7289,5137,2152
1804,06334,2336,573,1763
1805,06335,6781,5321,1460
1806,06336,93,0,93
1807,06338,296,0,296
1808,06339,8346,989,7357
1809,06340,29788,28753,1035
1810,06350,133,0,133
1811,06351,15609,5303,10306
1812,06353,175,175,0
1813,06354,5647,3524,2123
1814,06355,12835,12257,578
1815,06357,11404,11194,210
1816,06359,5149,0,5149
1817,06360,37104,35937,1167
1818,06365,4770,789,3981
1819,06370,7138,3276,3862
1820,06371,9840,3289,6551
1821,06373,267,0,267
1822,06374,8108,4711,3397
1823,06375,3758,2989,769
1824,06376,40,40,0
1825,06377,2739,0,2739
1826,06378,5318,2988,2330
1827,06379,8813,7797,1016
1828,06380,2892,2892,0
1829,06382,11060,9804,1256
1830,06384,2611,0,2611
1831,06385,15796,15180,616
1832,06387,359,359,0
1833,06389,129,129,0
1834,06390,422,0,422
1835,06401,18946,18292,654
1836,06403,5985,5443,542
1837,06405,28171,27690,481
1838,06409,686,619,67
1839,06410,28559,25576,2983
1840,06412,3749,2073,1676
1841,06413,13161,12406,755
1842,06414,330,0,330
1843,06415,16300,5512,10788
1844,06416,14225,14041,184
1845,06417,4415,2024,2391
1846,06418,12297,12297,0
1847,06419,6174,22,6152
1848,06420,4250,0,4250
1849,06422,7152,2770,4382
1850,06423,4821,0,4821
1851,06424,12403,7622,4781
1852,06426,3453,2682,771
1853,06437,22064,17550,4514
1854,06438,2616,37,2579
1855,06439,100,0,100
1856,06441,5484,885,4599
1857,06442,2594,2506,88
1858,06443,17713,15510,2203
1859,06444,636,431,205
1860,06447,6133,0,6133
1861,06450,36007,35676,331
1862,06451,24894,24873,21
1863,06455,2958,1198,1760
1864,06456,355,0,355
1865,06457,46505,44043,2462
1866,06459,1212,1212,0
1867,06460,37310,37310,0
1868,06461,14734,14734,0
1869,06467,379,379,0
1870,06468,18825,16634,2191
1871,06469,3272,0,3272
1872,06470,16284,9214,7070
1873,06471,7195,6774,421
1874,06472,6438,5922,516
1875,06473,24574,24495,79
1876,06475,10481,9376,1105
1877,06477,14280,13955,325
1878,06478,12689,2539,10150
1879,06479,10156,9810,346
1880,06480,9365,6651,2714
1881,06481,1259,1230,29
1882,06482,10884,5830,5054
1883,06483,16748,16473,275
1884,06484,40869,40869,0
1885,06488,19896,15226,4670
1886,06489,32267,31638,629
1887,06492,44606,42947,1659
1888,06498,6793,4892,1901
1889,06510,4409,4409,0
1890,06511,55879,55879,0
1891,06512,29457,29445,12
1892,06513,38618,38618,0
1893,06514,26613,26402,211
1894,06515,17877,17559,318
1895,06516,55584,55584,0
1896,06517,14954,14954,0
1897,06518,19528,18274,1254
1898,06519,15450,15450,0
1899,06524,5297,602,4695
1900,06525,9087,5361,3726
1901,06604,30003,30003,0
1902,06605,23867,23867,0
1903,06606,48427,48427,0
1904,06607,8690,8690,0
1905,06608,14312,14312,0
1906,06610,23347,23347,0
1907,06611,36835,36835,0
1908,06612,7605,2810,4795
1909,06614,33749,33749,0
1910,06615,18606,18606,0
1911,06702,3882,3882,0
1912,06704,27300,27033,267
1913,06705,27197,27197,0
1914,06706,14699,14699,0
1915,06708,30345,30345,0
1916,06710,11056,11056,0
1917,06712,9344,7836,1508
1918,06716,15996,15553,443
1919,06750,1370,0,1370
1920,06751,3367,0,3367
1921,06752,1667,0,1667
1922,06753,103,0,103
1923,06754,1568,0,1568
1924,06755,1164,0,1164
1925,06756,2993,0,2993
1926,06757,2193,0,2193
1927,06758,39,0,39
1928,06759,5729,167,5562
1929,06762,7574,5893,1681
