zip_code,Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars)
33859,43688,3515,49254,3269,53155,10535,26153,5403
33860,51904,2999,54316,3320,67549,8703,33964,5285
33865,57917,54088,55333,49810,-,**,-,**
33867,39038,24051,40192,28322,40192,28322,-,**
33868,51250,5399,57723,6938,66829,6471,33654,8796
33870,32364,2590,43011,4607,48438,3432,20820,2287
33872,46574,3365,52725,4214,57902,6799,30445,3620
33873,37766,4001,49861,9062,55699,8584,16268,1932
33875,54054,2835,63356,6307,67180,7855,30786,1847
33876,51088,8898,63100,10935,63600,10132,25948,8722
33877,-,**,-,**,-,**,-,**
33880,44239,2983,50872,2941,64900,7875,30270,5316
33881,40897,3680,49479,3027,57791,2628,26077,4090
33884,60298,3338,66582,4121,80417,5937,42653,5618
33890,36082,4693,41897,9561,55250,14557,18990,8000
33896,63958,4717,60989,3537,73750,16211,60545,18453
33897,60430,5561,62336,5057,66862,7426,43165,4066
33898,45193,2592,47945,4019,54672,5483,34216,8267
33901,38112,2588,59556,12180,73393,8742,28132,3909
33903,43870,3268,57289,5390,61430,4632,33251,3511
33904,51861,2928,67263,4475,73135,3916,31972,2451
33905,51634,2542,58616,3306,64549,3427,30679,3528
33907,42530,4320,54830,3546,68792,4699,33070,3105
33908,59596,2179,86094,6740,93174,3754,39167,5245
33909,60105,6389,64964,5235,74193,7094,36196,11451
33912,77333,4418,93814,7196,96798,7105,44781,4300
33913,85268,6375,104667,8354,105712,8809,52168,7351
33914,65381,5151,79206,4959,84070,5618,41754,4801
33916,36349,1809,40678,4111,52095,7124,26521,3821
33917,49671,2709,63941,3706,66512,2451,31271,3795
33919,56932,2197,75286,5871,83343,5095,38274,3388
33920,78377,4808,82250,12361,95625,4323,60592,23537
33921,101250,12296,123008,19756,123203,19456,-,**
33922,47143,5269,53614,4117,56550,4107,24638,3825
33924,-,**,"2,500-",***,"2,500-",***,66477,30231
33928,79078,2968,92592,6365,94785,7522,53893,5146
33930,52713,27870,52957,44750,-,**,-,**
33931,64738,4632,74232,6002,74989,9008,46161,7610
33935,39098,3692,41476,3415,49116,14809,22495,6758
33936,38567,4187,47151,3029,56543,6102,21757,2620
33944,-,**,-,**,-,**,-,**
33945,-,**,-,**,-,**,-,**
33946,93547,21325,104615,22840,103269,21374,39306,30867
33947,53302,6507,60853,6030,61322,6267,35208,13657
33948,47394,3349,58775,5188,63015,3368,29958,5644
33950,57852,3626,77154,5242,80930,3149,38150,2424
33952,42484,2714,51793,2961,54462,4510,27597,2325
33953,56451,10844,64637,12069,75071,16986,43159,7016
33954,60841,5968,66420,10935,71151,9648,42583,21541
33955,65558,5126,80545,9790,85433,11900,47738,13343
33956,51774,10886,59309,12575,60063,13832,30667,11634
33957,108081,6796,129223,9281,136977,9391,47411,15227
33960,39514,6690,52974,11523,52974,10470,33125,13728
33965,-,**,-,**,-,**,-,**
33966,64686,9870,75811,12452,80799,18829,46812,9611
33967,67996,4706,76114,2666,80250,9048,44682,10126
33971,53840,3049,53217,3240,67943,6412,35422,5880
33972,62092,5936,61988,5782,63935,6048,48689,16184
33973,42991,3874,43065,3653,58972,13557,30714,8445
33974,49645,3384,50126,3726,65158,6761,33594,4741
33976,50190,2549,48397,3291,52912,4113,41406,8931
33980,46451,3481,57909,4220,59761,3520,32721,6030
33981,55568,3729,61702,4737,63070,3923,34788,5553
33982,49750,6598,64562,6939,69107,5628,22727,2217
33983,58148,4192,71293,5459,75292,8515,33159,3139
33990,59541,3402,68872,5198,78206,9228,38734,7091
33991,69179,8283,81580,8623,90427,4556,44133,7964
33993,67680,7673,73355,4023,77408,6298,34335,11739
34101,-,**,-,**,-,**,-,**
34102,85938,10802,148700,17411,170703,13592,46923,11163
34103,95559,12242,129583,12958,137622,11243,55839,6512
34104,53303,3356,61633,7898,69256,7451,39860,3091
34105,87617,13438,116516,20984,131672,16660,55538,6677
34108,100705,11594,136622,10775,145238,11053,63197,6146
34109,72095,7987,91861,13621,115762,18340,41931,5445
34110,78410,2572,96528,3795,103393,11793,42114,4778
34112,57792,3027,71649,4849,76136,2323,41672,2581
34113,57365,6576,70938,9200,81171,9391,39605,5304
34114,60746,6393,67294,6526,76236,8077,41655,10421
34116,52131,2882,51816,3092,61329,3777,40118,4715
34117,77035,9749,78205,10881,89010,10874,60932,12199
34119,92266,2988,101243,6944,108298,6603,46094,11805
34120,83398,9555,85394,9810,102583,19172,37757,13192
34134,91019,10199,120542,24641,129395,16709,55319,5809
34135,66616,5104,77356,3433,84012,7116,40622,4944
34137,-,**,-,**,-,**,-,**
34138,-,**,-,**,-,**,-,**
34139,61250,31895,80250,15676,80500,21901,31875,17233
34140,30489,29820,-,**,-,**,-,**
34141,-,**,-,**,-,**,-,**
34142,35172,5419,33345,4711,44812,7845,26409,4636
34145,86215,6537,98929,10083,103917,11771,54504,7601
34201,95164,11410,96233,16626,111447,28012,73750,25973
34202,102703,5960,118278,12819,127957,8497,53617,7958
34203,54558,4718,64228,4158,71430,5725,32415,5457
34205,42816,2815,52819,6577,64109,2385,30120,2736
34207,39812,4222,49087,2432,54097,3415,27889,3272
34208,48664,1937,55282,4993,72775,5235,32722,5173
34209,60037,3344,76639,3083,85348,4916,38323,2837
34210,49662,3159,57929,4712,70437,5494,38273,4732
34211,109194,22852,130212,10449,131430,9251,60962,19806
34212,96307,5872,110758,3270,114924,6621,51845,10501
34215,48015,22509,46172,34136,37361,33861,78611,40512
34216,74000,14550,91250,20659,97788,12844,41250,5219
34217,68029,17281,90809,36625,113512,28098,35556,16597
34219,83831,3192,91640,5958,95638,4637,50035,8773
34221,57983,2833,67372,3228,76590,4081,37464,2633
34222,54718,7199,64313,3280,64943,4412,30995,5001
34223,54586,2611,70415,4239,72961,4106,33851,2758
34224,45210,3899,56507,2784,58308,2677,29612,4126
34228,114762,9308,144457,11601,145917,13013,54000,9668
34229,87039,15136,101439,17262,110266,14757,41612,13197
34231,53332,2842,71521,6786,81926,5731,38738,6895
34232,67146,3671,77298,4886,84242,3633,46408,4433
34233,65738,4450,86518,10672,92144,9412,36438,5313
34234,38243,4202,45694,6938,56250,13670,30933,4080
34235,58740,3563,67917,9868,76892,11938,46462,9877
34236,69331,10669,124458,22582,143250,35827,38922,4510
34237,47756,5916,56226,3938,61746,4086,39424,4800
34238,76465,5578,107500,7165,110469,14161,44490,7894
34239,60733,5319,78615,8265,95188,8707,43090,3006
34240,92000,10417,103266,16381,107695,14154,55036,9925
34241,83316,6382,91882,5279,94043,7349,41691,14844
34242,111190,12286,134505,9862,136417,10917,65458,12583
34243,64847,4269,78180,5170,85093,7286,43155,3527
34251,72500,11420,78424,17457,87066,17837,44554,5755
34266,34078,2749,39752,4503,47097,6339,21875,1902
34268,-,**,-,**,-,**,-,**
34269,43393,5618,53512,7794,56361,7827,27195,5934
34275,65713,5092,77842,3803,78000,6076,41828,4392
34285,54890,4360,79743,6780,85933,5371,35830,5590
34286,63743,8408,72346,8744,74280,5555,32295,20761
34287,51017,3645,57924,5187,64554,3375,31856,4256
34288,62469,24999,83387,12113,84869,12312,29141,7012
34289,59471,34325,82617,59178,75461,46281,53000,3335
34291,63287,15742,64352,20178,76389,18263,46172,17058
34292,65991,4520,85873,8963,89858,8857,34895,8425
34293,63063,2201,77768,5617,83534,3921,39431,2494
34420,46435,6304,56178,8696,58965,6778,26862,5822
34428,42096,12160,54910,11500,74309,7449,25916,3763
34429,44958,4464,62619,3017,63890,3682,25278,6016
34431,39812,4573,49800,4329,53837,5573,27036,6886
34432,44577,3377,53200,5157,57313,6811,23875,5089
34433,53989,7331,59587,7825,63234,8188,34728,21648
34434,46250,8631,51032,3531,56526,4617,38164,6988
34436,36875,5352,49520,4220,52851,5795,22138,3028
34442,50009,6112,66442,5609,71767,3621,25254,2597
34445,-,**,-,**,-,**,-,**
34446,48084,3130,54524,5210,59117,4150,26357,4702
34448,44717,2697,50708,6755,54100,4698,27335,7132
34449,28333,4852,39301,4380,41923,9852,17299,4197
34450,38406,3007,49973,8689,57471,9300,24170,2756
34452,44789,6078,52849,5397,58582,5464,30333,2790
34453,39055,5315,50179,7729,62383,5510,22456,4202
34461,46939,7361,59103,6336,63998,9591,28042,5548
34465,40101,4683,49872,4285,55538,4630,29211,2323
34470,39101,3806,48759,4054,61349,7203,26391,2114
34471,50405,5908,71297,7920,91525,11403,29577,3083
34472,44925,2612,48172,4868,58837,7886,27773,3595
34473,56113,6792,61402,3419,64500,5094,26778,7805
34474,44639,6191,53982,4236,62376,13615,32151,4837
34475,25893,7012,32632,4460,45673,10814,19417,4885
34476,52888,3058,62603,3605,66165,6486,31686,2050
34479,46354,10527,45797,7566,61324,10736,37155,11371
34480,55431,4591,63797,7763,71481,7674,35570,10659
34481,44754,2610,57350,3879,58858,3863,29542,4846
34482,44282,6663,54107,6204,60028,11672,29684,7283
34484,47195,8566,80658,30142,87727,28848,32049,7904
34488,38429,6780,46297,5252,53014,3232,18914,3311
34491,45945,1879,55480,5009,60514,4619,30550,4007
34498,41094,13911,40795,16449,44375,38248,41750,15184
34601,38389,2937,49890,4088,59054,7370,23217,3261
34602,55915,3995,63810,8243,69868,6604,39519,17130
34604,60278,7302,72785,5625,76741,8963,26690,1945
34606,42769,2523,50338,2102,54715,4056,29104,3059
34607,48779,6192,59428,7336,69292,10505,24496,7134
34608,49529,3032,55793,3028,64204,4226,28200,2836
34609,57257,2924,64442,3433,72229,5160,31489,2738
34610,54469,3449,66694,5515,73349,6868,35625,7141
34613,44375,3634,54122,4227,58518,4764,27204,3242
34614,57451,6572,63485,5020,64714,8724,29891,11382
34637,81981,9940,93571,25217,103426,22914,56333,14876
34638,91543,9224,100138,8865,111456,6450,45986,8493
34639,88694,3635,98320,4887,106625,4726,60090,9927
34652,39309,2463,51243,3297,59355,4358,24511,1927
34653,41145,2169,50890,5247,60169,5700,26442,2454
34654,48000,3157,63247,8408,77007,8783,32101,4958
34655,65239,3178,79054,3406,84962,4802,38186,2924
34661,-,**,-,**,-,**,-,**
34667,43958,1550,52494,3719,59206,5743,29733,3450
34668,38087,1743,46497,2874,54505,4182,26999,1830
34669,49196,2993,59446,4338,69583,6421,24888,9559
34677,63385,4337,78911,8305,94853,10638,40603,4544
34679,-,**,-,**,-,**,27500,21139
34681,55198,28715,-,**,-,**,-,**
34683,66513,4436,84590,7835,98378,8091,40656,5652
34684,54340,2337,68040,5258,75978,5001,35329,4931
34685,82782,6526,99770,7291,111092,11864,43790,7745
34688,84338,11494,107275,14835,126331,22278,43791,7468
34689,48890,3753,67917,7407,84031,7649,26051,2545
34690,37081,2883,44278,3947,47788,3831,25304,2714
34691,39619,1872,46227,2471,52419,4439,27051,2219
34695,76988,7264,95194,9127,108895,4503,46005,10656
34698,49541,2868,67243,6367,77458,6912,30948,2243
34705,59000,11194,65139,7955,77717,13295,24706,18817
34711,72159,4261,80210,4242,86012,5395,41021,4027
34714,53472,4463,55065,10211,65710,7550,37567,8291
34715,68504,6677,70318,4563,76920,10766,38750,13421
34731,49824,5272,61105,7675,73686,9207,26229,8553
34734,67356,19966,80729,20378,95272,16777,35962,12850
34736,62258,5779,66552,8796,78068,12814,35500,18141
34737,75341,11608,80550,11199,87049,11027,46333,23714
34739,-,**,-,**,-,**,-,**
34741,38071,2113,39867,2376,47423,5578,30675,2842
34743,47909,5082,49884,4099,59623,7096,31294,2817
34744,52191,3794,55745,6470,66024,8047,31169,5413
34746,56160,3730,61563,4145,70234,8730,27037,8236
34747,66747,8083,77097,6526,84453,9907,53100,3453
34748,45059,2688,54320,2640,61523,4877,28540,3033
34753,42956,6960,41772,7822,60610,8862,-,**
34756,75071,8086,84464,12251,94091,12545,38571,23052
34758,53510,5531,57340,4798,65021,5020,34837,9514
34759,50748,4810,53796,4796,59157,6039,31428,11567
34760,64018,23635,81875,35535,95750,43219,17143,8335
34761,68152,4376,74433,4354,88121,6150,44589,7992
34762,61083,45743,82846,31998,82872,31370,-,**
34769,46033,4058,51901,4692,62859,8417,32120,2328
34771,76624,5255,80376,6083,92716,12566,33917,15372
34772,68343,5656,74741,4242,80056,4535,43958,10469
34773,63515,11700,71802,17087,76786,25692,-,**
34785,61341,3359,77121,3339,80603,4567,31709,4169
34786,105075,6509,118187,10024,126250,11493,57679,11931
34787,81711,7976,95636,5504,110397,6441,38201,4394
34788,44404,2849,54794,4438,62188,6844,30571,4607
34797,77167,10303,76500,11627,79297,11188,-,**
34945,50880,11172,67500,22879,79120,19017,27500,6945
34946,39361,5374,47500,6539,58271,8955,25855,5613
34947,34055,6153,36619,2788,49219,12546,23613,1908
34949,64736,8708,87259,13193,89671,13683,32154,13106
34950,30150,3713,35711,5744,40481,11882,16453,2308
34951,43850,4536,57409,4574,65307,7604,25296,3438
34952,47770,2202,56689,5392,64951,4446,32292,3382
34953,62696,2878,65193,5469,75480,5886,46140,6098
34956,39661,5798,40694,6752,58679,12314,26542,12493
34957,55206,4408,76823,3892,83419,3957,35061,6794
34972,39875,4408,44611,5336,54144,5761,22894,1980
34974,42500,3922,51696,3926,58750,4650,23906,1810
34981,51159,20983,69429,24870,81667,8892,22500,12035
34982,40436,3139,51393,5066,56484,6065,24925,2568
34983,54579,3016,57408,4304,60030,4069,42267,8395
34984,69556,3639,79017,7622,85854,6818,36475,8769
34986,62719,5100,70857,7700,79367,11634,33216,10528
34987,72007,9593,80086,16700,81123,6882,44262,39833
34990,86444,5776,104199,4948,112927,8106,51617,5810
34994,48085,5385,61172,8425,72523,6515,32255,5819
34996,69227,5200,103525,5439,109327,12467,38885,4923
34997,58789,2642,68992,4538,79900,8631,37518,4252
35004,62902,7145,72000,9061,83000,15992,39716,6273
35005,50473,6548,57457,7605,71500,9386,24233,3545
35006,55909,11656,67266,16473,73173,14603,24340,9772
35007,73587,4404,82938,3509,86963,5283,40685,5827
35010,41954,3441,59205,5186,69515,6095,21261,4113
35013,-,**,-,**,-,**,-,**
35014,47691,10580,58192,17751,60750,11511,14851,8020
35016,46157,2731,62131,5443,75857,5879,22133,1857
35019,38080,14354,56375,24330,59722,26929,22212,5917
35020,29133,2204,41199,5493,62769,7272,17420,2439
35022,61516,6737,75951,11598,93353,12794,39700,8163
35023,54614,3880,62545,4633,75685,3959,33494,3031
35031,47674,4679,57078,12161,59792,18798,21250,8191
35032,29750,10637,30000,8576,29688,23105,-,**
35033,50682,8718,56917,7274,61964,10510,30306,6469
35034,39087,12304,43904,11553,63802,16495,20288,10425
35035,42167,37687,72167,55410,81125,57200,28167,4127
35036,16591,5456,-,**,-,**,17292,10403
35040,62508,3122,74650,5698,83433,11603,36510,6088
35042,52550,4854,61466,8142,72054,15155,20076,11647
35043,100864,11880,105219,5119,106941,7266,46549,8904
35044,38152,4068,42945,10213,53462,11084,30975,13449
35045,45853,7534,56938,8886,67969,10685,25212,3469
35046,52031,5489,55139,5053,73125,13875,31929,8842
35049,47212,6340,64688,21008,75938,12090,22563,3944
35051,51782,5998,72264,10601,85471,13434,28952,7507
35052,-,**,-,**,-,**,-,**
35053,54537,23098,68333,21899,77039,11848,33281,11326
35054,46441,15409,68566,17047,75028,22906,-,**
35055,46953,3285,58675,4568,65850,5221,24135,3526
35057,49786,5214,61179,4009,66964,7634,27500,7550
35058,43188,6323,56560,6424,59155,11707,23168,4878
35060,23889,13938,-,**,-,**,-,**
35061,44375,11050,49881,9820,95781,61443,-,**
35062,52741,7009,66810,5590,74655,10152,24279,3827
35063,56538,11325,64868,7687,75054,13554,21833,14356
35064,40570,2316,42722,5218,56111,16426,32872,6287
35068,62823,5701,73397,6955,75537,6629,45083,17564
35070,37708,9688,38125,15156,40625,28813,26250,7066
35071,70963,6964,81625,5539,91896,8155,33064,6435
35072,37622,5147,48859,6295,63299,8552,17895,3515
35073,39826,7537,53333,16421,71307,7113,21667,8319
35074,-,**,-,**,-,**,-,**
35077,39490,3204,52235,6818,62650,6289,20522,2231
35078,62557,13245,67250,8579,80536,18949,28942,21146
35079,61837,9482,71429,14196,80061,15143,27500,11413
35080,88952,5756,100000,4539,107404,4853,47344,8744
35082,-,**,-,**,-,**,-,**
35083,35750,8452,46313,10547,56895,12602,20132,9933
35085,43542,9388,51915,5285,60000,11101,23309,4128
35087,31789,10072,41439,6037,42035,12071,-,**
35089,32402,3787,34093,10961,34208,23508,14669,11523
35091,82500,16995,91190,20617,100539,6095,-,**
35094,60422,3930,72443,9328,85842,8702,34297,8527
35096,55766,5007,61768,8777,73298,17660,38286,3168
35097,45950,10761,54000,15806,63409,8540,15729,11009
35098,31429,16165,50714,39425,62583,38345,18971,10306
35111,71662,8058,85146,9087,93188,4936,41033,7809
35112,-,**,-,**,-,**,-,**
35114,85183,14946,104010,14398,114643,14831,45783,5893
35115,42034,4257,57208,5382,68776,6009,19857,3085
35116,66414,8053,73224,7788,84107,14008,40357,8448
35117,71956,9723,86453,14474,107931,27961,46406,17662
35118,62368,8575,66622,7012,79567,6838,27000,11519
35119,-,**,-,**,-,**,-,**
35120,67703,6745,72266,6959,78856,9824,38553,9860
35121,44308,5284,54454,6615,61302,8906,23480,4820
35124,79847,5230,96145,7026,104645,9002,45858,3259
35125,46094,6099,61132,9571,66653,4968,22870,4380
35126,67823,4825,81962,6286,90375,6762,34583,9588
35127,70526,12403,81130,11531,94535,17753,46667,21874
35128,61354,7459,72477,19132,96178,10226,42319,6587
35130,37977,4778,57917,9042,68098,10707,20345,3032
35131,40033,7641,52976,19535,70585,16029,20417,12484
35133,50121,11703,60882,11358,68523,19363,21797,13767
35135,56422,6576,61548,13223,78142,10593,36413,2388
35136,41339,9493,56250,22598,62361,23728,18468,1632
35139,15469,9397,-,**,-,**,10781,9878
35143,68355,12721,77353,11366,81953,22499,32672,6891
35146,80351,18110,82436,7026,89183,7873,37250,19307
35147,74593,6709,85597,8133,88950,8202,36902,18998
35148,41424,6702,64773,20042,78690,13592,30268,14202
35149,41144,3565,-,**,-,**,-,**
35150,31819,2387,51079,6961,65000,11315,17186,3486
35151,48820,10705,55153,9442,60137,8745,23964,3604
35160,34210,2907,44291,4326,65375,5622,22749,2376
35171,56410,9772,64231,6391,71667,18245,23770,4611
35172,34052,7536,42997,7169,51563,20037,19159,6498
35173,89923,6808,102580,4972,112228,9522,49706,12340
35175,52938,10451,57794,9101,69844,16031,39659,24515
35176,-,**,46250,34451,54773,31121,-,**
35178,34088,4407,46532,18590,65732,8762,19673,5756
35179,47437,7023,58438,14509,82048,8354,28015,5731
35180,58750,6496,74555,7128,79112,10156,24183,4553
35183,56579,5506,61818,32218,60333,21929,28393,11502
35184,38313,7198,49281,13558,62939,16128,22227,3371
35186,64796,7611,77031,10790,90588,15023,32471,15305
35187,-,**,-,**,-,**,-,**
35188,57750,15248,80893,24711,100089,15135,30658,18477
35203,17248,5971,41563,36513,130227,120501,16200,2275
35204,23027,3246,34314,4966,42614,6317,16338,2570
35205,39236,4188,63571,9661,96894,6542,30110,4994
35206,33852,2970,37520,5210,65153,6236,22607,4595
35207,24533,2684,34081,6410,64063,18526,15320,2213
35208,36014,4101,39702,4534,56373,16062,25439,3980
35209,59931,5346,97305,8613,125229,9680,40645,3778
35210,55394,7415,74051,6773,86056,10620,35321,8430
35211,32051,3139,40283,4143,68931,7936,22985,4770
35212,30240,7595,42894,6169,80529,9061,17780,4984
35213,122379,17226,158393,15758,174597,16378,61654,20204
35214,51871,4396,65413,4713,81724,4560,29210,7310
35215,42519,2015,52263,5370,77220,3897,30018,4849
35216,63348,5323,92882,5995,109069,11831,41661,4174
35217,35551,5895,42816,4566,51954,13575,21178,2977
35218,27012,3114,32067,5217,47240,12959,20592,4852
35221,36313,9991,41410,6137,41369,13002,22450,14944
35222,62246,6591,96250,14206,128875,9242,43085,9846
35223,141604,15797,170406,24901,183534,22871,88438,8470
35224,37983,4242,46685,8229,53906,16678,22169,7406
35226,106905,4296,123743,6055,135922,6277,57510,5664
35228,33486,4969,51194,6652,65932,9768,17989,3366
35229,-,**,-,**,-,**,-,**
35233,41994,16755,48510,34393,-,**,41369,19698
35234,24205,7428,42394,10175,59609,24757,14073,3826
35235,56301,3757,65260,8422,80586,7365,37273,7875
35242,98780,7371,125609,5083,137094,5357,47899,4208
