zip_code,Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars)
70656,38224,16629,48047,22246,39211,19682,16675,4200
70657,63889,13548,70089,10289,76250,20434,18306,6132
70658,55156,25562,75329,34082,76250,43225,-,**
70659,49773,7905,57708,13805,71625,11785,47882,10754
70660,47220,19902,62112,43705,81328,50040,19071,8081
70661,50729,13230,56012,31088,90162,48320,17857,15575
70662,-,**,-,**,-,**,-,**
70663,54363,3658,64050,5685,87920,6697,32266,3937
70665,73150,11425,90474,9510,102761,13817,34621,5885
70668,51685,4191,55278,18100,78036,15792,22400,6994
70669,50615,8443,65910,9291,71440,6003,27344,8175
70706,72380,9082,81859,10527,97224,5652,49474,9926
70710,77819,19756,82639,22745,99073,16408,21140,14960
70711,67063,14188,73929,17118,78375,36367,31250,28589
70712,58125,24988,70250,31303,69375,28541,48563,11204
70714,58298,7380,65997,7105,87963,9729,40272,4579
70715,48281,8371,51471,5664,58750,23906,15556,13132
70719,66082,13585,82679,35066,123712,22862,38342,2355
70721,-,**,-,**,-,**,-,**
70722,60083,7593,77099,7852,90768,10967,27218,4929
70723,34083,13341,57292,25143,113000,45301,21625,8895
70725,54750,37902,80842,52216,81793,47844,36293,31072
70726,64607,5212,82547,8697,97815,8100,38330,4670
70729,56538,13098,56985,19064,57426,19468,-,**
70730,50705,8739,46078,6104,70855,23821,37250,10263
70732,48603,10096,52630,7591,63424,16707,-,**
70733,50250,18251,86500,15796,109167,18642,-,**
70734,93361,15722,102585,17904,104601,20203,-,**
70736,20773,6734,-,**,-,**,21086,457
70737,74395,5539,86007,6404,100031,4978,40775,9144
70739,88339,9162,96941,6324,102352,13173,49706,8574
70740,44063,14911,53548,12248,69375,56186,-,**
70743,97969,26758,98750,14308,99010,12674,-,**
70744,34573,15982,48036,27439,83750,23072,21466,19819
70747,21875,18626,-,**,29000,27965,-,**
70748,46175,3405,54904,15274,63182,18408,26250,16508
70749,43750,16813,58958,47238,86667,41328,38375,13025
70750,30685,6156,36477,17292,51528,26952,18125,5082
70752,46333,43318,-,**,84625,54709,13412,11978
70753,26400,8320,27159,11042,28438,13931,-,**
70754,68793,14388,72742,7751,82215,10903,45515,15389
70755,47500,21634,75278,19861,81574,21310,18250,11636
70756,34219,28799,-,**,65605,62247,-,**
70757,43864,19705,65139,21854,90878,17535,15750,11303
70759,40481,16568,50000,26271,46528,29891,-,**
70760,30648,7186,45822,14290,69432,23407,9798,4670
70761,35568,7796,49688,45021,82708,74885,20859,17363
70762,40588,19178,71250,55867,70625,46366,-,**
70763,90526,12502,103304,15471,113295,17338,26985,21665
70764,50211,8445,55709,7015,84058,8339,35074,12170
70767,60435,7691,74570,7024,91541,9647,26617,10132
70769,95998,7199,112647,6986,119912,6488,54566,8929
70770,69432,13164,82000,13891,88038,6174,28590,20299
70772,48641,19662,66000,16736,74167,35391,25417,18058
70773,70128,56434,71058,5211,71058,5211,-,**
70774,79830,7346,88528,17498,107344,12028,44545,15944
70775,60150,5919,86723,17276,123963,15931,35368,9151
70776,63158,15283,78750,11415,91711,18302,33462,6359
70777,59844,15481,68469,9531,97188,51259,29743,18718
70778,90568,27238,96346,4439,97444,18400,30129,10434
70780,71607,29046,75500,31053,-,**,43365,17524
70782,-,**,-,**,-,**,-,**
70783,71016,9734,77955,37117,79261,31350,16196,12449
70785,60757,3416,73076,10252,90625,6596,39233,9762
70787,-,**,-,**,-,**,-,**
70788,48821,10554,59792,11494,79784,16554,16820,3120
70789,39821,9310,40882,10410,66875,25659,-,**
70791,75197,11661,91784,7710,106399,7832,40802,15751
70801,79306,55535,-,**,-,**,-,**
70802,26115,2614,36556,3532,52093,8023,18441,2258
70803,-,**,-,**,-,**,-,**
70805,24993,1911,27630,3666,49899,3530,17100,3043
70806,45081,3793,67389,7498,111109,8163,32207,4528
70807,32483,3234,46775,7618,63578,6862,15510,2447
70808,71805,5330,122263,8850,137246,7615,40076,7413
70809,76604,5048,104493,9774,113345,10953,50826,4878
70810,86471,4091,112456,5383,133194,9818,50455,9088
70811,34953,8192,44363,9482,67829,14528,25104,3958
70812,38327,2565,40716,8108,53580,6916,36319,19733
70814,50110,6348,58808,13054,80000,23964,35083,4972
70815,53054,4262,63854,6127,79538,10924,31894,3332
70816,51971,3511,69150,5628,90124,10013,39032,2473
70817,87786,5958,103274,5339,111607,6493,49661,10398
70818,72298,11107,89440,6745,102288,9482,31719,7161
70819,66887,7461,68860,18719,89018,17040,-,**
70820,31459,2952,59427,25174,156011,52085,22185,4267
70836,-,**,-,**,-,**,-,**
71001,30597,7134,34148,4441,72399,10827,16731,4395
71003,32056,5913,44286,17023,44375,22597,19250,5975
71004,31793,9977,50417,29020,51458,16134,-,**
71006,78088,9110,84869,11137,97558,10690,32098,15746
71007,42174,18333,38917,36605,90592,22021,-,**
71008,29554,26116,60000,20980,67500,22900,18892,9785
71016,42391,19305,69375,23422,85444,5775,25042,4804
71018,24836,7429,29427,8187,34299,7900,19474,5197
71019,34024,4310,46311,7854,60250,18063,19958,5295
71021,17361,3372,21304,4343,29688,10523,14405,3580
71023,32727,9942,45530,4553,50750,5941,17163,2243
71024,37643,7471,38655,801,39416,9769,20750,14865
71027,44542,15660,59148,22576,64438,6651,-,**
71028,25685,4039,31500,16206,48696,23849,16450,5182
71029,42750,14274,53750,23447,52813,20987,15625,11581
71030,59922,17927,59785,10790,-,**,-,**
71031,34167,9542,37308,23774,41250,25086,29000,22266
71032,39527,14783,65521,29134,81779,16906,27411,6232
71033,56958,12254,78906,31687,95141,20999,28835,7296
71034,58214,19324,62625,23630,66250,39018,31875,23075
71037,50612,5426,64611,8070,67417,12398,30026,6576
71038,26747,3990,35731,4295,45938,8803,17596,5367
71039,39583,26610,51875,26481,81027,44466,23482,6512
71040,25124,4104,32045,3525,40000,8304,12287,2409
71043,27847,3893,30000,26082,48125,12316,11827,3016
71044,44286,12288,71250,23889,81875,46786,21250,8972
71045,60982,18677,69191,63479,120195,85874,-,**
71046,46120,7118,59545,19804,59545,39624,31250,16852
71047,54487,9841,65700,10329,76033,7675,27359,3684
71048,110000,90580,110833,59610,111000,41595,-,**
71049,52337,5095,63707,11072,70401,11867,16184,7003
71051,47008,14813,81250,31348,89755,14624,36058,7389
71052,28513,3087,39091,10551,62794,10657,19419,3131
71055,29042,3026,37441,4853,49899,6183,18325,2974
71060,42115,23860,57188,25908,77500,37921,24688,10373
71061,42760,9142,45938,27115,76250,50634,35000,26539
71063,41600,23588,62619,26634,94028,63791,27171,1992
71064,33239,10105,44467,8520,56696,21549,15179,8708
71065,30509,8332,44276,14659,51458,30175,13893,3214
71067,45994,18356,53672,14409,66346,55082,25822,8414
71068,26750,5789,46429,15100,66029,10907,18556,6886
71069,23917,16952,45764,27025,-,**,17500,2999
71070,42031,15768,66458,14415,81667,22692,20045,5117
71071,38203,10519,47357,8357,52232,9935,25530,4940
71072,35513,5115,38942,7387,47361,23003,28261,6780
71073,28194,6507,48708,5364,49083,4509,20625,5290
71075,21107,4480,29215,13518,44028,7753,15933,3557
71078,72137,13531,77558,15725,101115,24887,52132,10990
71079,31094,16515,31992,13414,31992,13414,10583,6696
71082,36105,5975,40625,13229,56991,5607,29955,8186
71101,17772,2032,31788,7273,36951,2607,11941,1687
71103,22424,2353,29865,8299,39063,16895,15995,4031
71104,44335,4062,58696,3051,70800,8397,28703,4409
71105,55459,3395,77294,8500,88648,5904,38768,4545
71106,54252,3598,69003,8127,115723,9537,30196,4303
71107,39285,2587,51442,4812,76195,7685,20482,3055
71108,28609,2444,36542,3712,55156,18368,21071,2516
71109,25142,3354,32006,3996,52297,12596,16164,4134
71110,52047,10039,56214,10424,60625,13030,37483,14174
71111,59507,4270,74891,6979,90860,5551,36821,5203
71112,51623,2956,59943,5546,78082,3357,33651,4836
71115,55201,3929,92367,16754,113262,7836,32337,5177
71118,47184,5316,61374,5256,79394,8704,31563,6342
71119,48977,7406,65521,16514,78418,14819,26077,4162
71129,38583,4239,46857,14352,68036,13641,27013,4935
71201,47299,3354,64741,9703,95824,11255,27586,4883
71202,23285,1774,24673,2568,47024,6597,19972,3394
71203,38713,2693,48328,4600,78030,6552,23622,3559
71209,-,**,-,**,-,**,-,**
71219,57717,30324,60000,12251,67778,22964,13958,4377
71220,32288,3338,41335,6360,60049,7307,20141,2895
71222,31631,6343,50227,8991,66917,10302,14392,2340
71223,24219,12307,34167,23860,62857,26344,14766,14679
71225,68147,21038,83250,27404,90441,32646,32321,16838
71226,39444,12270,50491,7087,52426,14604,19735,6263
71227,55223,5942,64698,27742,84250,27537,24857,2636
71229,48813,16081,51875,14044,59375,47630,-,**
71232,30185,4586,43092,9896,66500,14616,20375,5074
71233,27813,12899,-,**,-,**,52875,18365
71234,63526,15078,77891,20207,89345,16947,26250,19494
71235,48700,8815,63438,7855,71164,12581,21638,6555
71237,26250,10645,38929,14128,45000,14560,11875,6531
71238,63049,6123,71193,16459,85417,28806,25691,2267
71241,43901,8722,60379,8111,69531,8992,17265,3773
71243,70536,52953,-,**,-,**,-,**
71245,22434,9059,21704,9428,70282,39142,27883,9788
71247,29375,7125,41250,9893,46771,17819,19545,7142
71250,-,**,30625,12756,29375,16233,-,**
71251,35726,3365,47067,6226,66932,17469,20054,7161
71253,32917,8762,47500,18141,55417,17850,28393,8346
71254,19544,4545,29894,3891,46786,15884,12977,2793
71256,39038,13684,55625,23008,69028,49466,18698,5764
71259,39340,8416,53167,16254,61121,3565,28068,19353
71260,38140,7727,56500,12942,57461,17498,14984,5512
71261,26944,9025,40189,12503,48500,13833,17614,9850
71263,38083,7821,49935,9178,60585,7469,17116,2510
71264,46574,15916,91875,27303,97083,32747,-,**
71266,52279,5728,53984,34657,76471,22600,36696,25349
71268,64103,8391,86103,12114,87813,7569,18250,11904
71269,36513,7398,43385,7143,68150,14738,22414,4794
71270,33664,3535,53450,3448,81011,3606,21702,2790
71272,-,**,-,**,-,**,-,**
71275,51440,12540,62619,9306,77500,23637,17232,14416
71276,63500,32604,64125,52241,-,**,-,**
71277,49891,13146,60921,13567,59083,10791,28393,26994
71279,-,**,-,**,-,**,-,**
71280,61908,10131,68993,7225,91528,15990,32266,15400
71282,30135,2633,36250,5868,63318,5088,17800,4632
71286,50357,13892,54531,2773,55000,4411,36563,29851
71291,52113,3338,72672,3352,86089,7374,28594,3705
71292,41801,3158,50981,4358,63904,3320,23184,5798
71295,33110,4621,38594,8494,61208,5837,18145,2395
71301,35849,2931,50566,4227,82822,9251,23338,4747
71302,28064,3505,43214,7018,72646,14911,17333,2946
71303,57763,3783,63447,4295,90161,5126,38094,7830
71316,-,**,-,**,-,**,-,**
71322,35929,11870,47201,11905,61322,21636,19651,4193
71323,39167,33368,-,**,-,**,30972,2567
71325,25429,7699,39188,12465,73125,33005,13380,2769
71326,40000,18739,50735,18182,68542,30705,-,**
71327,48047,9686,65556,19104,86436,11661,19367,6471
71328,64982,14958,74975,15297,85644,11406,27768,22922
71331,42150,18953,51944,39737,76250,29482,25563,2206
71333,27727,9206,34375,23895,50179,22684,12296,4793
71334,26446,3525,44091,16181,70304,15805,16847,2950
71336,40889,9313,61139,8653,62750,13441,19479,12793
71339,-,**,-,**,-,**,-,**
71340,30938,17566,54000,48982,-,**,14643,5677
71341,43208,11674,52260,22866,67887,10306,15500,11856
71342,38839,5379,47560,8030,60368,21376,14960,13248
71343,35674,9714,57719,12088,65039,7882,18000,3462
71345,-,**,-,**,-,**,-,**
71346,41964,11773,53065,7651,59583,23373,23505,4362
71350,27833,8225,46862,25094,73736,3215,17092,4278
71351,38110,7494,46678,6841,51886,9607,20434,5035
71353,36042,13407,41758,4796,58169,16831,25900,3033
71354,45116,14305,59625,27309,70250,26323,14279,13238
71355,39019,11689,58800,17538,74118,25434,16042,7938
71356,22543,14596,24224,15802,23889,21104,-,**
71357,26250,7788,36396,4562,43125,13523,16842,3339
71358,33393,6935,37917,11760,41875,4538,23304,12719
71360,50176,3135,60194,5865,83465,8663,28702,2674
71362,40969,8957,71083,16408,74330,16550,26202,6856
71366,28313,5161,32917,3750,34792,10343,21169,6025
71367,30625,15213,52885,44293,-,**,21056,3874
71368,37500,18724,46071,6245,107560,91895,23500,2636
71369,26403,5531,40469,23400,85000,19747,10139,6272
71371,59231,19179,66481,33828,87744,10944,-,**
71373,36970,5900,46127,7044,58491,9399,16220,2025
71375,29792,10455,31625,5068,50833,42107,14602,13535
71377,49550,13569,-,**,-,**,-,**
71378,33040,6192,43029,9818,61625,19699,14537,5616
71401,120947,25745,121288,12516,121288,12516,-,**
71403,63047,10938,85521,18514,92478,8725,19438,12402
71404,54593,21878,64881,53440,94327,26955,19167,13213
71405,52295,4914,58291,8487,66995,10500,26264,6176
71406,-,**,-,**,-,**,-,**
71407,28523,11720,57955,41623,59205,39574,26795,10789
71409,45746,10266,52827,12201,60559,10402,19665,12914
71410,-,**,-,**,98750,41024,-,**
71411,28899,4801,42304,7165,49475,13443,16422,10234
71414,13558,3354,-,**,-,**,12981,4404
71416,26875,13153,43750,11731,54107,16589,13487,3208
71417,35077,4340,48413,10426,60343,7193,23902,3609
71418,29085,6694,41017,6181,56283,20185,17131,8313
71419,44153,12307,62596,15560,63702,12291,30262,8664
71422,34167,17447,45966,9351,53056,26986,19098,4800
71423,52606,8649,59896,26919,75662,10766,37258,8570
71424,85606,24556,87813,52450,64900,45008,-,**
71425,-,**,-,**,-,**,-,**
71426,38750,24759,51250,23973,53750,17450,14028,5845
71427,28258,6504,28422,4643,-,**,-,**
71429,45068,6366,45236,5509,72188,22675,30609,9049
71430,40685,13092,44542,11887,67308,20749,21420,7676
71432,42500,18110,48807,24251,71304,12924,18914,3843
71433,50000,5263,60431,13764,66944,10294,22073,7032
71435,50432,14821,54706,14595,85438,25355,16523,4658
71438,48603,8555,54712,9394,-,**,38531,12985
71439,55442,16538,62813,9813,68188,21898,31011,10627
71441,35568,18061,41563,19287,-,**,30676,8845
71446,48287,2707,62500,3640,71591,3980,26385,2697
71447,30664,15207,26016,19329,26048,13101,32227,19622
71449,40293,8296,55921,5156,65188,10687,17431,6801
71450,43162,9538,54125,18990,58750,18492,25500,7058
71452,40313,27258,-,**,-,**,-,**
71454,39167,9143,48650,12056,56875,10288,20573,9317
71455,-,**,-,**,-,**,-,**
71456,50436,19277,57208,30564,74453,32014,18778,12148
71457,26654,2777,49530,4741,69931,11373,16880,1720
71459,46530,6278,48227,5984,48719,6180,39665,8153
71461,43382,5019,52500,10939,63854,4142,32759,10185
71462,35724,6754,46932,12465,57957,9114,18269,4089
71463,42235,6987,55938,3003,74332,8305,16686,2088
71465,48698,12390,53920,21927,54943,32391,30185,11574
71466,39672,29779,60028,35062,-,**,-,**
71467,38703,11213,47220,15691,59583,32341,21612,11245
71468,33929,14196,53309,33552,86193,43301,17768,13390
71469,31133,4303,50000,10523,52679,11530,16181,4311
71472,-,**,107750,86801,107750,86801,20855,12730
71473,-,**,66250,30753,68125,24990,25625,4450
71474,67500,20434,79167,13217,83333,15877,33750,18684
71479,51719,12368,54325,14133,54650,46908,19583,16940
71480,46250,13894,75938,52839,85469,10993,18750,10832
71483,34447,7043,49861,18359,72143,13009,19659,6114
71485,69152,15891,94345,20443,120179,18162,-,**
71486,35271,3978,46760,2574,51875,5352,17763,4422
71601,31867,3205,37484,3334,51042,6526,20460,5331
71602,51128,4222,62274,10301,81939,7671,26799,5562
71603,43137,2781,54623,4175,70225,4024,24768,3522
71630,27297,13238,35000,21774,51250,18158,25625,2927
71631,43050,8785,43950,6864,52188,31183,-,**
71635,46463,7180,57756,5418,68257,8133,20068,3684
71638,33699,3947,41635,9591,57651,23713,18646,8357
71639,36461,8596,44778,7082,57845,11266,20893,6989
71640,26435,8604,32375,5385,43387,10451,16111,3332
71642,-,**,52833,19816,52813,24271,13578,3106
71643,31364,17749,59500,17290,61745,11555,14167,3133
71644,32723,8447,52500,26507,63750,37929,19583,6050
71646,45378,5284,58113,10925,69821,14796,21646,4522
71647,47237,17693,71932,30203,101563,42096,21930,10332
71651,-,**,-,**,-,**,-,**
71652,46042,10857,48893,10045,66154,26628,21250,7032
71653,41653,5671,52017,7089,58641,9650,17744,3309
71654,29855,7708,40679,15684,64528,4414,22700,5258
71655,48396,8050,63744,2535,77892,6365,26055,9895
71658,34792,7181,36602,7093,46029,12997,18000,9292
71659,7171,2481,-,**,-,**,-,**
71660,56579,35595,87742,62854,89274,20108,-,**
71661,19567,9647,33750,28536,52813,11339,18125,5130
71662,-,**,-,**,-,**,-,**
71663,41328,9909,51250,15019,51023,14763,21442,4854
71665,45125,6317,54894,6931,67847,11497,23679,2934
71666,-,**,-,**,-,**,-,**
71667,48558,5581,58125,8113,63967,6904,24313,8770
71670,35500,8147,44583,19909,60750,13122,26250,8008
71671,42929,3970,52500,5027,59286,6320,26061,7203
71674,34226,4476,40966,6312,40511,8788,15000,5867
71675,43512,15391,57454,17625,69563,17911,23250,10099
71676,37917,17009,52865,10022,54453,13554,9821,8592
71677,30078,6065,30391,5692,30625,2839,-,**
71701,35280,4104,48741,6394,71997,5578,23180,3506
71711,-,**,-,**,-,**,-,**
71720,38125,23061,60167,26502,64522,6323,16641,6436
71722,50000,35333,68250,27551,68500,20489,9500,2646
71724,49643,31687,37250,7291,48125,23554,-,**
71725,27143,9688,30000,17492,51875,23076,26324,16386
71726,30675,8364,38837,4900,39797,20475,21182,5116
71730,45324,4339,57524,3951,72078,7510,23657,2546
71740,41250,23718,60769,13376,61731,14612,12453,6365
71742,39529,5370,51312,6603,62935,10112,16485,3396
71743,42727,10880,59896,5856,73750,12390,21979,5948
71744,47993,6797,62371,6554,61293,5746,17625,2336
71745,36875,14954,40833,16290,80417,37251,28036,24701
71747,44800,7742,48859,7226,55500,22288,25357,14128
71749,46625,21509,51518,19717,68155,11710,28452,14579
71751,45956,12547,47361,17942,55662,26480,37014,15555
71752,26635,9684,23333,12473,40509,10484,23313,10663
71753,34547,2957,46361,5660,64551,6171,24292,3495
71758,33929,4629,33988,17161,-,**,-,**
71759,52750,23515,54875,35162,54531,53584,31000,30425
71762,42577,7859,51250,13831,61544,4598,17113,5424
71763,40658,11695,58563,14759,65662,18663,17731,3846
71764,42500,21191,57574,9457,65167,18090,18693,13456
71765,36758,9555,52639,32045,73125,10115,12712,10116
71766,36316,6678,40294,15522,64167,46624,32833,8923
71770,44291,8131,58750,17219,79297,24608,20000,10448
71772,-,**,-,**,-,**,-,**
71801,47567,6477,53419,5922,67813,9893,29120,7599
71820,-,**,-,**,-,**,-,**
71822,43836,5663,58721,5764,71563,7199,23654,7778
71823,-,**,65625,46330,66250,57306,-,**
71825,51875,14402,59722,14448,53125,23671,36875,25056
71826,32120,12140,53409,15510,61583,6653,14350,5934
71827,38750,14461,48333,42423,75250,64107,37708,12637
71832,48720,2878,55717,4513,61069,5602,22235,6775
71833,37823,9627,52232,21989,72875,25170,17846,6125
71834,44907,11712,54762,23556,63077,21207,20877,4149
71835,48917,18447,37125,31524,48250,30230,34881,23411
71836,47705,7773,59972,9316,73929,13253,16750,9907
71837,46617,3935,54500,6583,59150,13138,18838,3832
71838,33021,8992,51250,26762,107601,81112,22292,7627
71839,38958,26308,41635,26527,42308,39415,-,**
71841,44107,14186,41429,19400,46563,37546,28182,27452
71842,41023,10916,59276,15509,77656,24438,29444,10211
71845,31378,4264,39792,13352,47321,32274,18864,9057
71846,44130,11171,51410,10772,62093,7479,22356,19080
71847,-,**,64643,33772,64286,39387,16719,1513
71851,44196,8386,52696,4479,65089,13691,21716,3239
71852,37518,7888,57635,11132,72730,9152,21026,2384
71853,-,**,-,**,-,**,16495,949
71854,42375,3143,57743,5465,83066,5889,23723,2818
71855,38516,28313,38828,35442,53542,35384,-,**
71857,37344,6165,45000,13459,53750,9221,26010,13586
71858,36024,5993,37206,10974,58906,14502,22571,11267
71859,32417,21072,69327,37815,70179,15176,24837,6492
71860,31620,3687,35962,4645,57500,23551,25217,3658
71861,32200,12602,55078,8663,56875,5435,17470,4012
71862,32177,6180,56023,21747,66548,39620,30463,7491
71865,-,**,52188,11375,57500,7224,12500,11459
71866,60694,40155,90455,15215,90398,18355,-,**
71901,40034,3110,58488,3984,68486,6274,20844,2556
71909,55115,5041,65268,4275,70625,4981,36374,4691
71913,45511,2271,56960,4583,66752,5184,30240,2627
71921,48500,8840,59375,5255,64099,6069,24236,4790
71922,30893,8724,35625,10190,37292,21413,24583,3397
71923,40856,5755,59821,9581,81132,4600,24365,3504
71929,48845,7911,57969,11265,63988,10649,16490,3545
71933,42938,26270,58188,29567,60125,16496,15938,10964
71935,35288,28716,35469,31227,36406,32427,-,**
71937,36563,5197,44020,8142,50060,3224,23235,6665
71940,42188,12070,45691,4015,47138,9876,16048,4466
71941,50556,13530,60407,7222,62794,7567,40471,3040
71943,30298,2549,41000,9473,46935,9480,21210,6412
71944,34125,13187,53158,20646,55543,2713,12019,4909
71945,31250,13900,39659,9801,39773,10963,19375,5578
71949,41250,13518,60308,22469,61088,11520,22772,20957
71950,43026,12153,59018,12717,60833,12823,22928,9514
71952,-,**,-,**,-,**,-,**
71953,38874,2751,46250,6982,54331,5527,21622,4386
71956,31346,15656,36912,19415,45931,11115,-,**
71957,41313,4760,53839,9310,59167,6241,19787,8744
71958,36250,5475,47500,11678,50929,4826,24132,2103
71959,37446,19637,55250,32404,55250,32404,15625,10188
71960,29615,7266,44940,13309,56932,21587,14867,3063
71961,39191,10057,43661,7443,49792,18462,18977,3792
71962,44375,11432,55521,14311,56563,10534,14479,9225
71964,55426,11130,54597,27718,69375,23865,41550,26715
71965,25694,16904,34000,27375,37917,34080,-,**
71968,64837,20890,77661,22047,77115,22660,38281,18758
71969,34511,7523,44688,39922,57000,25505,34130,2182
71970,42617,17145,52685,19331,53380,29188,25875,13272
71971,48113,11965,48536,10946,-,**,-,**
71972,59167,38409,79044,26157,79632,34797,8365,6048
71973,36786,8058,46395,4705,48050,4645,16750,5965
71998,-,**,-,**,-,**,-,**
71999,-,**,-,**,-,**,-,**
72001,27067,14224,37167,11542,66786,40642,-,**
72002,62777,4467,77995,9245,91607,9279,40246,4826
72003,39286,24325,55536,8631,57750,10208,15774,2823
72004,30195,4175,-,**,66250,20169,30172,6180
72005,26806,6716,33125,19806,51250,31545,13750,8759
72006,28261,11001,-,**,73681,14663,22743,7450
72007,64812,4635,78608,6941,87429,4839,25750,6762
72010,35269,5863,50282,6353,58152,7061,20652,5228
72011,54808,13113,70389,7782,74615,11696,26173,3843
72012,51970,13850,62973,10160,71722,10505,24130,3922
72013,43140,5352,51618,20140,68618,18316,25720,7290
72014,-,**,55250,53190,56500,42526,-,**
72015,57159,5119,73411,5577,84829,8615,28727,5199
72016,53000,17796,67827,25107,82330,23197,24896,19501
72017,26190,7302,51875,22713,56250,26722,20353,7850
72019,75714,5252,88465,6155,98553,6849,33967,2109
72020,36578,3618,41611,2736,44435,14570,20613,5161
72021,37361,13455,48819,6224,69634,14861,21102,3704
72022,65719,6230,83873,8550,93689,17141,40921,7478
72023,62730,2976,75183,5214,84146,4992,35091,4455
72024,51250,13296,58393,18430,75000,12152,14705,10130
72025,56250,14892,64632,23336,63603,6678,-,**
72026,51513,9765,52270,33943,97969,33773,17321,3223
72027,54844,8078,60034,8384,56471,10705,50938,16212
72029,26406,10573,42500,7179,62750,16206,12981,2274
72030,29844,24193,55347,14555,55347,14555,25754,7139
72031,36786,3777,41270,7464,51228,5732,18875,5914
72032,46004,3096,62561,3673,73043,4967,27983,3901
72034,52400,4595,76488,6607,92348,5240,30533,2840
72035,-,**,-,**,-,**,-,**
72036,19188,10749,54737,6437,56848,28283,11161,4654
72037,83194,62755,-,**,-,**,-,**
72038,-,**,148333,108745,148333,108745,-,**
72039,52308,13249,63828,14965,65893,17977,15352,5072
72040,43511,4300,64792,16881,76250,16344,23018,5120
72041,31190,10056,43507,9972,66477,21373,17708,7990
72042,39190,4625,55800,13229,68641,9083,20545,8795
72044,50733,9128,62361,12972,61806,13821,22917,16367
72045,58750,13852,61273,12491,60795,12056,43438,42391
72046,42283,9208,54116,6491,62917,7324,19301,5457
72047,47768,29751,57550,19351,55833,31730,22222,15997
72048,-,**,-,**,-,**,-,**
72051,41338,5141,41930,17506,41601,9833,18393,697
72055,45990,10551,54271,8269,57273,11537,22188,21982
72057,54474,36340,86071,41858,86563,35954,-,**
72058,57591,5102,75969,6577,88256,9016,20898,5664
72059,-,**,-,**,-,**,-,**
72060,41875,13332,41719,30258,56136,33205,42574,18815
72061,68403,13306,69306,36077,69306,36077,40625,7211
72063,41413,17259,51023,13941,52424,16528,18405,9573
72064,46500,7042,55703,15269,75197,14538,16705,7614
72065,62944,7414,72026,8491,88365,17153,34310,14606
72067,38418,3769,46076,7860,55083,9213,22330,12982
72068,-,**,45625,21778,58036,16885,15481,3349
72069,51307,8152,66389,25918,89500,34261,36298,9679
72070,48462,25940,52679,29336,71875,23928,24806,17985
72072,52629,19242,55000,21655,54688,17877,-,**
72073,57794,10765,67917,8116,69792,6710,23077,9781
72074,31875,25581,-,**,-,**,27250,20322
72076,48033,2696,59079,4145,69335,3765,27005,2822
72079,62625,43176,64625,38530,81375,34222,-,**
72080,-,**,77750,57430,103750,83377,28824,18593
72081,44155,6936,60500,9750,68417,12967,20461,6774
72082,26128,5187,30341,7044,37908,8018,19663,3976
72083,30750,10046,31250,12361,-,**,-,**
72084,51613,5362,51923,5072,53750,10710,37500,32827
72085,36875,26011,50417,22579,51607,13510,17083,4398
72086,55411,7586,73036,8717,80163,18236,23014,3368
72087,63225,10721,69375,22147,77014,24607,28036,26117
72088,39534,5268,67930,6473,67717,6851,25968,5357
72099,-,**,-,**,-,**,-,**
72101,45667,5865,57188,14963,71513,10647,15656,2881
72102,53333,8827,53880,8596,57808,2848,22917,8063
72103,48688,5269,57292,6885,72139,10518,25849,6025
72104,42460,2858,53758,3742,60825,7588,22975,4427
72106,59085,14628,68781,6703,74952,9799,40074,11633
72107,53750,38339,61250,17297,73750,53584,-,**
72108,-,**,-,**,-,**,-,**
72110,40333,3676,50645,4536,65647,10371,19258,5166
72111,64896,18045,71667,15356,75263,18244,20446,10898
72112,31093,3703,42745,8832,59405,12247,19384,3480
72113,61898,6250,91739,12112,108931,5573,40058,4064
72114,20008,2826,22201,7494,39427,11513,17310,3134
72116,63216,3025,90960,4142,107823,8311,41833,4946
72117,35809,5356,43372,7107,67524,18096,24089,4771
72118,44928,4329,53516,6595,71367,11870,32314,6773
72119,-,**,-,**,-,**,-,**
72120,65516,2475,79820,4160,91419,4432,40490,3507
72121,42540,5644,44272,3443,53320,18350,14000,9156
72122,67188,26559,82500,22978,77679,25071,23333,7362
72123,24896,7111,29250,14919,40179,30752,16563,5049
72125,36920,12911,55625,34994,57692,28501,23214,11305
72126,55827,8261,64821,12927,69528,10195,25536,3917
72127,54333,11351,72805,7285,73628,8001,26250,14969
72128,49833,15557,58125,14544,65875,5751,32500,9509
72129,33929,7899,63224,19004,64737,21659,11179,1513
72130,37337,7281,39760,15526,38558,8734,8026,6408
72131,56250,6380,65653,6668,70565,9638,31161,13295
72132,54668,4795,54839,6031,69808,16486,47375,18840
72134,55625,29823,80637,3351,81005,621,-,**
72135,70893,15235,82273,32517,92031,40514,21333,16437
72136,53125,35795,73214,12151,74286,6162,28952,3208
72137,43068,17326,63382,32608,66824,20995,27708,23967
72139,20682,5004,-,**,36000,20297,21458,6712
72140,56406,17585,76250,31162,84167,39097,-,**
72141,32500,4991,34211,6233,36607,9220,-,**
72142,54522,16145,75880,14633,88487,23710,31563,20890
