zip_code,Estimate!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females),Percent!!SEX AND AGE!!Total population!!15 to 19 years,Percent!!SEX AND AGE!!Total population!!20 to 24 years,Percent!!SEX AND AGE!!Total population!!65 years and over
76310,96.8,4.9,3.6,17.1
76311,337.5,35.0,34.4,0.8
76351,85.8,6.6,6.9,17.5
76354,86.2,7.5,5.1,17.8
76357,87.2,3.9,8.1,13.0
76360,106.8,4.9,4.9,20.0
76363,101.5,14.4,2.1,9.4
76364,97.7,5.7,2.9,14.9
76365,104.5,5.2,6.1,25.8
76366,92.6,5.5,9.8,17.3
76367,202.3,3.5,5.3,11.9
76370,101.7,0.0,7.8,22.8
76371,82.8,4.3,8.3,19.3
76372,88.7,9.9,6.2,20.2
76373,115.5,2.6,5.2,39.9
76374,94.1,4.6,1.6,22.4
76377,100.4,4.7,4.0,31.9
76379,103.4,9.5,13.7,10.7
76380,96.0,3.7,7.3,24.2
76384,95.0,8.2,4.5,18.5
76388,85.0,6.8,11.1,30.6
76389,111.6,7.3,9.1,24.2
76401,90.5,9.7,17.5,12.6
76402,66.9,58.9,39.6,0.0
76424,105.3,7.9,6.2,18.4
76426,104.5,6.9,6.0,16.4
76427,98.8,8.5,6.6,15.0
76429,682.4,0.0,0.0,26.3
76430,101.8,11.6,5.0,21.2
76431,108.9,6.1,1.8,14.2
76432,110.2,7.4,3.6,23.1
76433,90.5,6.5,9.4,23.0
76435,91.0,2.5,0.0,25.4
76436,170.2,4.8,0.0,8.8
76437,94.3,11.2,7.0,21.0
76442,100.2,7.0,3.4,25.2
76443,108.5,5.7,1.6,24.3
76444,95.0,5.7,3.4,23.3
76445,69.8,0.0,12.0,11.3
76446,106.2,5.0,5.8,16.4
76448,115.6,5.0,5.4,24.5
76449,85.8,4.4,2.2,27.6
76450,94.7,6.3,4.7,20.7
76452,135.7,16.2,17.2,6.1
76453,104.6,3.2,3.3,35.4
76454,84.4,7.2,10.4,19.0
76455,129.8,12.9,2.7,19.7
76457,99.7,7.5,6.3,24.6
76458,141.7,8.1,7.3,15.7
76459,125.0,1.5,8.5,5.2
76460,94.2,6.0,6.0,27.0
76462,128.1,6.9,5.0,16.4
76463,108.1,9.5,7.3,28.4
76464,123.5,3.4,1.6,27.1
76466,40.6,0.0,0.0,28.2
76469,78.8,4.3,0.0,37.6
76470,114.4,9.7,5.2,24.0
76471,91.5,6.2,5.7,28.9
76472,84.4,10.1,2.4,13.6
76474,101.2,4.1,0.0,51.5
76475,119.3,7.4,4.3,21.0
76476,105.2,3.3,6.3,18.1
76481,117.2,31.2,0.0,0.0
76483,81.0,4.9,6.0,24.9
76484,81.7,4.0,6.0,35.9
76486,107.2,7.5,3.3,23.5
76487,102.2,11.2,2.4,13.3
76490,119.5,27.8,0.0,10.0
76491,75.3,8.9,3.7,30.8
76501,106.5,6.8,5.8,16.6
76502,88.8,5.5,5.4,15.7
76504,89.3,5.0,8.6,15.6
76508,-,57.1,42.9,0.0
76511,172.9,6.0,8.0,12.9
76513,94.0,8.0,9.1,14.1
76518,71.7,7.4,8.9,16.2
76519,72.7,9.7,2.1,12.1
76520,103.3,7.0,7.3,24.1
76522,90.2,6.8,6.6,11.3
76523,-,-,-,-
76524,104.2,6.5,7.3,19.2
76525,88.7,5.1,3.0,20.1
76527,95.2,6.8,4.7,17.0
76528,81.8,4.7,3.7,15.3
76530,113.7,5.7,4.1,20.5
76531,102.2,7.0,3.2,27.2
76534,100.7,5.9,2.3,16.9
76537,97.1,7.3,8.2,8.7
76538,86.0,9.0,1.9,17.6
76539,110.5,5.8,5.4,18.1
76541,106.4,6.9,11.1,10.1
76542,96.5,7.4,8.6,5.8
76543,92.8,6.1,8.4,8.3
76544,235.5,9.9,39.4,0.1
76548,102.1,7.0,6.3,9.8
76549,96.3,6.8,8.7,5.4
76550,98.9,7.1,4.6,19.4
76554,118.1,8.3,4.5,11.8
76556,121.3,4.2,8.7,20.8
76557,110.7,8.3,6.1,20.2
76559,100.3,8.5,5.9,9.2
76561,90.4,6.5,3.2,14.7
76565,206.7,14.5,10.9,25.4
76566,83.3,2.5,5.8,16.1
76567,102.9,8.3,3.9,18.5
76569,118.5,12.1,4.3,13.3
76570,117.6,3.1,3.2,22.6
76571,100.0,8.0,3.5,18.8
76573,45.0,0.0,31.0,48.3
76574,98.9,4.8,5.4,15.1
76577,94.3,10.3,3.6,18.6
76578,112.9,4.0,7.2,10.5
76579,101.0,5.9,5.8,14.8
76596,-,0.5,5.8,0.9
76597,265600.0,0.0,1.2,2.9
76598,-,4.2,8.6,0.0
76599,1.8,0.4,8.3,1.5
76621,105.5,6.3,4.2,16.1
76622,106.0,5.1,3.6,22.7
76623,86.3,3.5,2.7,18.1
76624,124.4,5.9,3.9,17.7
76626,81.2,8.7,4.6,12.9
76627,72.3,8.3,6.2,16.0
76628,157.1,5.6,5.6,22.2
76629,92.2,4.7,8.3,23.9
76630,125.7,1.8,0.0,25.9
76631,93.3,16.5,5.2,10.0
76632,129.1,5.3,9.7,17.3
76633,105.8,8.7,2.6,19.9
76634,90.6,4.6,3.2,27.2
76635,117.2,6.4,3.3,17.3
76636,85.3,6.6,5.2,16.9
76637,86.9,5.9,8.5,31.9
76638,95.2,6.4,3.8,18.1
76639,94.1,3.0,6.5,19.3
76640,104.9,4.8,4.7,16.8
76641,106.4,7.3,3.9,23.7
76642,101.1,6.2,7.3,19.1
76643,90.4,6.4,4.7,16.9
76645,102.0,8.6,7.5,17.1
76648,90.7,5.3,5.7,22.0
76649,82.3,5.5,3.4,26.8
76650,138.5,0.0,1.6,25.3
76651,112.3,5.5,6.4,14.9
76652,126.0,8.8,5.0,21.9
76653,141.3,4.2,7.3,20.9
76654,90.4,3.6,3.6,18.7
76655,100.9,8.1,6.1,14.7
76656,104.2,7.9,5.6,14.8
76657,107.2,6.5,5.8,16.1
76660,76.4,7.7,8.2,15.5
76661,68.1,5.4,6.1,15.5
76664,107.9,11.3,6.2,14.6
76665,107.6,8.7,3.9,27.8
76666,116.1,2.6,7.8,16.0
76667,101.5,7.2,5.9,15.7
76670,117.3,6.0,4.7,14.0
76671,101.9,4.8,5.7,26.0
76673,97.7,4.4,5.3,11.1
76676,72.4,4.3,4.3,17.4
76678,136.4,0.0,8.1,21.2
76679,80.1,6.1,3.6,21.4
76680,158.3,7.2,0.0,22.2
76681,160.9,8.9,7.0,17.5
76682,101.3,3.4,7.6,15.4
76685,400.0,0.0,0.0,57.5
76686,109.7,5.6,0.5,31.8
76687,97.4,4.5,1.6,33.2
76689,87.8,6.2,6.3,20.6
76690,142.0,7.7,7.4,14.2
76691,91.4,5.8,6.3,19.4
76692,110.7,6.6,4.0,26.3
76693,93.5,5.8,7.4,21.9
76701,121.4,5.0,17.8,6.1
76704,85.3,7.7,10.6,13.2
76705,103.7,8.5,9.9,11.7
76706,92.1,13.3,26.9,7.8
76707,92.7,7.0,10.9,9.8
76708,91.7,7.3,7.0,12.3
76710,92.6,4.2,8.7,20.2
76711,102.8,9.0,8.8,11.8
76712,89.5,6.1,4.2,21.2
76798,45.0,88.4,11.2,0.0
76801,97.5,7.6,6.8,18.0
76802,98.1,9.2,5.3,19.0
76820,91.3,0.0,0.0,59.1
76821,112.2,5.1,5.1,21.9
76823,98.0,4.5,4.8,25.3
76824,-,0.0,0.0,0.0
76825,116.8,5.5,6.5,20.3
76827,93.5,2.4,1.9,26.1
76828,73.9,7.1,0.0,25.8
76831,-,-,-,-
76832,157.2,8.7,3.2,24.6
76834,109.3,6.5,2.7,24.7
76836,-,-,-,-
76837,228.4,4.8,3.2,14.8
76841,111.1,0.0,0.0,100.0
76842,105.1,5.8,0.0,51.2
76844,87.7,8.2,3.4,30.8
76845,89.5,4.2,0.0,25.7
76848,92.0,0.0,0.0,58.3
76849,105.5,7.6,3.6,27.2
76852,145.9,8.2,3.4,27.2
76853,104.8,6.3,3.8,19.4
76854,38.4,10.5,0.0,52.3
76856,118.7,7.7,5.2,22.8
76857,87.9,3.9,3.2,25.2
76858,117.9,5.8,0.0,35.3
76859,123.1,4.6,1.5,30.4
76861,105.0,9.6,5.5,14.1
76862,127.5,4.8,0.0,26.6
76864,145.8,5.5,1.7,38.6
76865,73.6,0.0,7.9,57.0
76866,84.5,2.8,1.9,34.3
76869,128.6,0.0,23.4,57.8
76870,76.5,8.5,8.9,14.4
76871,96.1,1.8,3.3,30.1
76872,132.6,7.3,1.4,32.1
76873,93.5,0.0,0.0,95.0
76874,-,-,-,-
76875,93.0,5.9,1.1,25.1
76877,98.7,4.8,9.9,20.4
76878,105.4,6.0,4.3,18.6
76882,148.8,0.0,1.4,49.1
76884,105.4,5.2,10.4,13.9
76885,78.5,4.2,0.0,13.0
76887,164.5,0.0,0.0,0.0
76888,93.6,2.0,0.0,27.2
76890,84.6,6.3,4.4,22.1
76901,99.7,7.3,5.8,15.9
76903,98.8,6.3,6.4,16.0
76904,91.8,8.0,10.2,15.8
76905,99.7,5.4,6.5,11.7
76908,262.3,32.7,52.6,0.0
76930,57.4,0.0,0.0,13.1
76932,105.2,5.8,7.4,7.7
76933,108.1,6.4,2.0,26.6
76934,120.8,12.5,4.6,18.8
76935,96.4,3.7,1.4,17.0
76936,101.8,5.9,5.9,18.8
76937,114.3,0.0,0.0,0.0
76939,-,-,-,-
76940,264.5,0.0,4.4,0.0
76941,109.7,7.2,4.5,15.9
76943,93.2,7.9,3.5,16.5
76945,89.1,4.8,2.1,28.3
76949,100.0,8.3,0.0,41.7
76950,116.2,4.0,5.7,18.1
76951,122.6,9.7,1.7,12.7
76953,110.4,15.8,1.0,22.8
76955,77.8,13.0,0.0,0.0
76957,332.3,0.0,0.0,0.0
76958,96.8,8.7,3.3,25.7
77002,431.1,4.3,12.8,3.8
77003,101.1,5.7,7.9,6.4
77004,104.3,10.6,20.9,8.7
77005,94.6,9.0,7.6,13.8
77006,117.0,1.7,9.8,10.3
77007,112.6,1.5,7.8,7.0
77008,105.6,2.5,4.2,10.3
77009,106.7,4.8,5.6,11.7
77010,95.2,1.6,0.0,12.1
77011,120.5,6.9,7.6,12.5
77012,114.1,5.8,5.6,11.8
77013,119.5,7.8,9.1,9.2
77014,104.7,8.3,7.1,5.9
77015,102.8,9.1,7.4,8.6
77016,89.3,6.2,8.9,15.4
77017,108.8,8.0,8.1,9.3
77018,102.8,4.0,3.4,12.7
77019,93.9,3.7,6.9,13.5
77020,103.2,6.9,7.6,10.4
77021,81.6,7.4,9.1,15.0
77022,99.2,6.7,8.1,12.6
77023,98.0,6.2,7.7,10.6
77024,97.5,7.0,4.2,18.1
77025,93.3,3.3,7.2,14.1
77026,95.3,7.2,6.0,14.3
77027,93.3,3.1,6.9,14.1
77028,87.0,8.5,5.1,14.1
77029,93.4,8.4,6.4,11.8
77030,102.9,2.3,9.4,12.2
77031,108.6,7.6,9.0,11.6
77032,86.4,11.7,6.7,6.1
77033,91.0,7.4,7.1,15.0
77034,94.6,9.2,9.2,6.9
77035,92.8,6.0,6.2,10.5
77036,111.9,6.0,7.8,7.1
77037,115.3,8.7,6.1,7.9
77038,96.0,7.4,6.7,6.1
77039,103.0,10.3,8.5,7.9
77040,101.1,6.1,7.0,10.2
77041,103.7,7.8,6.3,10.6
77042,83.8,6.4,7.3,8.2
77043,97.0,5.0,5.5,11.7
77044,95.3,6.5,5.9,5.6
77045,92.4,9.2,8.5,11.6
77046,46.7,0.0,4.8,26.3
77047,92.7,5.3,6.9,8.9
77048,84.3,6.6,5.2,12.7
77049,97.5,9.1,8.1,6.2
77050,90.6,6.3,6.4,13.1
77051,88.5,9.1,7.6,14.8
77053,103.3,8.5,7.6,8.9
77054,93.9,2.4,15.4,5.5
77055,104.0,6.6,5.6,10.3
77056,104.2,2.8,5.2,18.8
77057,101.4,2.8,6.8,13.1
77058,106.0,4.6,9.9,12.8
77059,107.2,7.0,3.7,15.3
77060,105.3,6.4,7.6,5.1
77061,92.2,7.5,7.4,8.2
77062,95.7,5.6,4.9,15.5
77063,108.1,3.4,8.7,10.3
77064,102.4,7.2,6.2,10.3
77065,95.4,4.8,6.1,11.7
77066,105.7,7.5,6.1,12.0
77067,98.3,9.1,7.5,5.3
77068,108.2,4.9,9.9,14.5
77069,96.1,6.1,3.9,18.5
77070,89.6,6.8,7.1,12.2
77071,87.9,5.5,6.8,12.8
77072,98.2,8.5,7.6,10.2
77073,98.4,8.9,6.1,7.1
77074,105.9,5.8,7.1,7.7
77075,101.3,7.7,8.8,6.9
77076,92.6,9.3,7.4,6.7
77077,90.6,4.8,6.5,12.9
77078,91.3,7.6,5.8,11.8
77079,91.0,7.5,3.6,12.9
77080,107.2,6.5,6.5,10.2
77081,113.9,6.9,6.8,3.3
77082,88.3,5.0,6.0,11.3
77083,89.5,8.4,8.5,10.1
77084,95.0,7.6,7.1,8.0
77085,94.2,10.1,8.2,9.9
77086,96.1,9.0,7.5,8.1
77087,108.0,7.2,8.2,10.6
77088,92.6,7.6,7.7,10.8
77089,100.3,8.8,8.0,10.8
77090,87.2,7.6,8.8,6.4
77091,100.6,5.7,5.7,10.5
77092,104.0,7.7,6.6,9.5
77093,99.0,8.0,7.7,8.6
77094,112.8,5.3,4.5,11.7
77095,99.3,7.7,6.0,10.3
77096,96.9,5.3,4.6,14.9
77098,95.8,0.9,8.4,12.8
77099,101.8,6.9,7.7,8.5
77201,-,-,-,-
77301,102.0,6.3,8.6,9.9
77302,104.3,7.6,4.1,14.1
77303,108.4,7.2,7.2,9.6
77304,98.9,4.0,9.0,15.2
77306,96.2,10.2,7.6,9.8
77316,102.1,6.4,4.4,12.7
77318,87.6,7.9,4.4,21.8
77320,199.2,3.7,8.4,12.3
77326,146.7,0.0,0.0,100.0
77327,104.8,7.6,4.5,12.3
77328,96.1,7.5,5.0,14.6
77331,94.8,6.2,4.7,27.8
77334,122.4,0.0,0.0,24.0
77335,102.3,8.4,4.4,17.8
77336,102.8,9.2,5.6,12.9
77338,94.7,6.6,6.5,9.1
77339,95.4,6.8,5.4,17.8
77340,100.4,12.0,24.4,12.9
77342,-,-,-,-
77345,94.6,8.4,4.9,15.0
77346,94.4,6.9,4.9,9.3
77350,73.1,17.8,0.0,43.0
77351,122.6,5.0,5.6,18.4
77354,102.7,5.9,5.1,13.2
77355,99.7,7.1,5.8,13.1
77356,101.5,7.2,4.8,24.4
77357,103.2,9.5,8.9,9.8
77358,101.6,7.1,8.9,17.6
77359,418.3,0.0,0.0,44.5
77360,103.6,4.3,4.6,25.6
77362,105.3,10.3,4.4,11.7
77363,82.0,7.7,0.2,25.4
77364,113.1,4.3,0.3,40.1
77365,99.3,7.6,8.6,9.5
77367,90.5,16.3,3.8,40.0
77368,66.4,0.0,0.0,52.9
77369,83.8,8.5,0.0,23.6
77371,88.2,6.2,5.6,15.1
77372,97.6,7.4,7.2,10.2
77373,94.6,6.7,5.9,10.1
77374,105.4,5.6,18.8,20.0
77375,94.8,6.4,7.5,10.3
77376,116.3,14.6,0.0,20.2
77377,101.2,8.2,3.9,11.6
77378,86.3,8.2,4.0,12.6
77379,97.5,6.7,4.6,14.0
77380,95.8,4.3,7.8,13.8
77381,90.7,5.2,4.2,17.9
77382,98.8,10.4,5.2,8.9
77384,91.9,4.3,5.7,19.1
77385,99.7,8.3,4.0,10.2
77386,93.5,6.5,4.0,6.6
77388,95.7,7.5,6.8,11.8
77389,103.9,4.8,3.3,9.2
77396,111.7,5.9,6.4,7.3
77401,90.4,5.2,3.1,16.9
77406,108.9,6.7,3.7,11.1
77407,93.4,6.9,5.7,6.1
77412,158.8,0.0,0.0,0.0
77414,97.3,6.6,6.1,17.1
77415,120.0,27.3,20.5,0.0
77417,82.9,8.0,4.9,15.5
77418,103.1,6.6,6.9,21.0
77419,94.0,3.9,7.2,9.7
77420,83.6,8.9,5.7,20.2
77422,114.4,5.8,6.5,18.4
77423,95.8,9.0,6.5,10.6
77426,82.2,9.9,5.6,17.1
77428,-,-,-,-
77429,88.3,6.9,4.4,9.1
77430,138.6,6.8,3.3,12.5
77432,147.4,0.0,0.0,0.0
77433,100.8,7.2,3.7,6.8
77434,94.5,12.6,4.2,13.2
77435,108.0,8.9,4.6,15.8
77436,35.0,0.0,0.0,0.0
77437,92.9,7.4,5.8,16.3
77440,-,0.0,0.0,0.0
77441,101.9,8.4,4.1,14.7
77442,108.8,1.9,6.2,20.2
77443,130.8,0.0,0.0,0.0
77444,83.5,8.4,3.9,14.2
77445,111.3,5.9,10.4,13.5
77446,69.1,39.9,43.1,2.7
77447,101.2,6.6,6.1,8.5
77448,219.5,0.0,0.0,0.0
77449,91.5,7.3,6.2,6.4
77450,95.0,7.2,5.6,10.9
77451,112.0,15.1,15.1,22.6
77453,139.6,0.3,0.5,0.0
77454,-,-,-,-
77455,90.3,10.8,4.6,18.0
77456,118.3,3.5,6.8,13.9
77457,111.3,3.1,1.0,25.8
77458,72.1,14.8,11.4,21.0
77459,95.0,7.3,5.6,12.1
77460,129.4,0.0,0.0,0.0
77461,103.1,8.0,5.0,13.6
77464,130.2,8.1,0.0,52.5
77465,105.3,6.0,8.3,16.7
77466,173.3,3.5,17.0,15.9
77467,-,0.0,0.0,100.0
77468,95.0,0.0,0.0,51.3
77469,98.3,7.2,6.4,11.8
77470,92.8,20.6,5.3,17.9
77471,97.6,7.5,6.9,10.6
77473,75.0,0.0,9.1,46.8
77474,91.4,7.0,4.4,15.9
77475,77.1,4.9,4.3,28.0
77476,142.9,6.9,4.9,14.2
77477,99.5,6.2,9.9,10.3
77478,101.5,6.6,6.5,21.6
77479,95.7,7.0,4.8,12.3
77480,99.2,7.4,4.3,19.1
77481,16.7,0.0,0.0,85.7
77482,93.2,8.8,2.5,23.5
77483,88.4,19.7,0.0,0.0
77484,104.0,6.6,10.9,14.5
77485,107.1,5.4,4.3,17.8
77486,93.0,5.8,7.9,17.0
77488,100.8,6.8,7.8,17.9
77489,92.5,6.7,7.0,11.9
77493,104.7,6.9,5.5,10.2
77494,93.7,7.8,3.9,8.0
77498,98.9,9.5,6.7,11.2
77502,94.0,8.9,7.4,9.7
77503,103.1,7.4,6.3,8.7
77504,91.3,6.9,7.6,12.1
77505,100.1,7.7,7.7,11.8
77506,109.7,7.7,7.3,7.1
77507,97.5,0.0,26.6,0.0
77510,98.0,7.2,7.0,17.9
77511,101.8,7.7,7.1,13.0
77514,96.1,6.5,5.9,15.7
77515,113.3,6.1,5.9,12.8
77517,112.0,8.0,6.5,15.4
77518,110.3,6.2,5.0,9.5
77519,95.6,5.3,0.0,22.0
77520,106.1,5.9,7.5,12.3
77521,97.7,7.8,8.2,10.1
77523,101.4,7.5,5.8,7.2
77530,99.5,8.5,8.0,8.1
77531,97.2,6.9,6.1,10.0
77532,98.5,7.9,6.1,14.2
77533,102.2,9.4,10.0,11.7
77534,99.8,9.3,8.1,11.1
77535,90.0,5.9,7.1,12.3
77536,99.1,8.1,7.7,12.9
77538,111.4,11.2,4.5,19.0
77539,100.9,5.9,5.9,12.4
77541,107.8,9.0,7.8,10.4
77545,86.9,8.0,6.9,7.4
77546,95.8,7.1,5.2,13.0
77547,101.0,9.9,8.9,7.5
77550,98.0,4.0,10.3,17.4
77551,105.4,6.2,8.6,13.8
77554,102.8,8.3,10.0,22.8
77560,149.6,0.0,13.6,15.4
77561,68.9,0.0,0.0,18.4
77562,93.3,9.2,7.0,14.9
77563,99.4,5.5,5.1,16.5
77564,76.9,3.3,4.0,21.6
77565,100.2,9.9,3.6,19.3
77566,100.3,6.8,5.9,14.6
77568,95.5,6.7,5.7,14.9
77571,100.9,5.9,6.5,13.2
77573,95.2,7.7,4.4,10.6
77575,106.2,6.0,9.0,14.3
77577,115.3,4.9,2.8,19.4
77578,83.5,8.4,4.7,10.8
77580,72.8,3.0,1.9,4.7
77581,95.5,6.9,5.6,12.8
77583,125.3,6.7,7.2,7.4
77584,98.0,5.8,4.2,9.4
77585,59.3,18.2,3.4,16.0
77586,95.2,7.1,6.3,12.9
77587,108.1,8.4,8.0,9.0
77590,93.2,6.2,6.9,15.1
77591,77.2,5.5,5.6,14.6
77597,106.7,8.2,4.0,8.3
77598,101.6,5.4,11.8,7.9
77611,110.3,6.1,8.2,12.5
77612,110.0,6.2,6.9,19.4
77613,115.5,3.6,0.4,20.0
77614,176.0,13.2,0.0,11.3
77615,161.8,5.4,7.0,15.4
77616,143.3,4.3,6.8,30.7
77617,288.2,0.0,0.0,39.4
77619,97.5,6.9,5.1,16.0
77622,107.1,4.4,7.4,16.7
77623,135.6,6.9,1.7,16.8
77624,113.7,4.1,0.0,43.7
77625,103.6,7.4,10.8,14.9
77627,97.1,8.5,6.0,16.3
77629,93.6,3.9,5.7,26.6
77630,97.5,6.9,4.9,16.2
77632,96.1,6.5,6.1,16.2
77640,98.3,6.3,6.2,15.5
77642,92.9,6.8,7.6,11.6
77650,69.1,6.8,6.2,24.9
77651,96.6,7.5,5.4,17.4
77655,117.3,2.8,2.8,30.0
77656,83.6,5.5,4.6,18.2
77657,96.5,5.5,5.6,15.3
77659,90.2,7.1,2.9,13.5
77660,104.4,6.8,6.0,18.3
77661,120.0,15.4,4.5,12.5
77662,97.2,7.0,6.4,15.7
77663,159.3,0.0,2.2,40.4
77664,103.8,10.0,4.9,24.6
77665,102.4,7.1,6.2,15.6
77701,93.2,6.2,5.9,13.8
77702,96.3,7.9,6.0,9.4
77703,93.1,7.0,5.8,11.1
77705,169.3,6.4,9.1,11.0
77706,98.6,5.0,6.9,18.6
77707,90.7,7.4,7.4,15.6
77708,87.5,5.0,9.0,13.6
77713,112.0,4.2,6.4,13.8
77801,103.0,6.8,26.1,5.1
77802,91.1,5.5,9.8,18.5
77803,98.6,6.0,8.8,7.3
77807,120.4,4.2,9.6,6.4
77808,101.0,6.0,4.7,14.3
77830,106.6,6.4,2.8,21.8
77831,92.3,4.2,7.1,27.1
77833,96.3,9.8,7.2,20.0
77835,99.0,4.5,0.2,32.6
77836,105.4,6.4,5.5,19.9
77837,78.3,8.6,9.2,24.2
77840,113.2,21.5,38.6,3.6
77845,96.4,6.1,14.2,10.8
77853,107.2,11.0,4.9,20.9
77855,60.0,0.0,0.0,11.2
77856,98.1,6.0,6.3,24.2
77857,94.1,7.2,3.3,25.8
77859,97.1,4.6,5.7,12.7
77861,93.9,7.4,5.6,20.8
77864,77.2,8.2,7.8,15.9
77865,84.6,11.0,10.1,22.1
77867,120.8,0.0,6.6,37.7
77868,137.3,6.1,7.7,13.2
77871,115.9,2.5,9.1,30.6
77872,96.8,6.6,5.3,26.0
77873,116.6,7.9,10.6,19.8
77876,36.7,13.8,0.0,0.0
77878,226.8,2.8,7.6,18.0
77879,81.6,5.9,6.4,21.7
77880,100.3,0.0,0.0,22.0
77901,91.9,6.8,9.6,13.2
77904,94.2,5.9,4.6,18.7
77905,113.3,7.9,2.4,16.8
77950,136.1,0.0,8.2,37.6
77951,96.2,6.7,3.7,22.5
77954,115.8,6.2,4.8,17.3
77957,94.7,6.1,6.3,19.2
77960,132.1,0.0,0.0,43.1
77961,178.1,0.0,0.0,11.8
77962,89.7,5.0,5.5,12.2
77963,91.8,6.5,7.1,20.7
77964,90.9,5.4,4.9,22.2
77968,91.7,4.4,3.3,17.8
77969,69.7,6.1,0.0,25.6
77970,133.2,14.0,10.7,16.1
77971,131.6,5.9,0.0,6.4
77973,237.5,0.0,40.7,0.0
77974,93.8,13.4,4.5,22.6
77975,93.9,5.7,3.2,29.5
77976,174.3,7.3,0.0,26.0
77977,95.0,8.1,7.9,29.8
77978,166.7,1.6,8.3,13.4
77979,102.6,7.7,5.4,17.0
77982,125.5,5.5,15.3,20.4
77983,99.1,3.8,6.1,18.9
77984,100.7,6.5,3.0,27.7
77987,136.8,5.3,5.3,23.3
77988,71.5,18.2,0.0,7.2
77990,92.2,4.8,0.7,18.2
77991,191.9,18.1,6.3,1.8
77993,86.3,17.9,0.0,15.8
77994,89.3,7.3,2.8,12.4
77995,93.6,7.7,6.1,18.8
78001,-,-,-,-
78002,101.9,10.7,6.3,12.7
78003,87.8,4.1,6.4,27.1
78004,88.5,1.6,3.1,29.0
78005,100.0,0.0,0.0,33.1
78006,92.8,6.8,4.3,19.3
78007,98.8,4.1,4.7,17.8
78008,70.7,0.0,0.0,36.4
78009,105.0,8.7,6.0,16.3
78010,100.2,4.6,10.9,17.4
78011,91.6,7.1,4.6,11.9
78012,115.3,2.2,0.0,21.7
78013,113.3,5.4,11.5,20.4
78014,134.4,4.8,8.5,18.1
78015,98.9,7.7,5.0,18.0
78016,95.3,8.4,4.8,14.0
78017,163.1,10.5,14.0,6.0
78019,155.7,8.2,8.1,10.2
78021,264.0,0.0,0.0,20.9
78022,90.7,6.1,3.8,26.7
78023,98.7,8.0,7.8,13.9
78024,106.9,2.6,0.7,28.4
78025,87.1,6.7,8.8,22.0
78026,93.1,9.3,5.0,15.9
78027,61.4,7.9,0.0,56.7
78028,92.1,6.2,5.2,29.0
78029,-,-,-,-
78039,76.7,5.8,11.7,21.8
78040,94.2,8.5,8.1,13.1
78041,91.1,8.4,8.3,12.8
78043,92.4,9.1,8.6,10.0
78044,176.1,9.8,0.0,16.2
78045,96.7,8.7,7.3,6.7
78046,101.5,9.6,8.1,6.3
78050,143.3,0.0,4.8,24.7
78052,101.5,7.1,7.5,16.3
78055,123.9,6.0,5.9,27.2
78056,81.3,0.0,6.0,20.8
78057,126.3,9.5,0.0,16.9
78058,144.0,4.4,8.7,40.4
78059,84.4,10.4,5.0,21.7
78060,-,-,-,-
78061,144.2,8.7,8.2,13.7
78063,113.5,3.9,5.2,25.2
78064,93.2,6.3,6.0,15.9
78065,120.6,7.8,7.1,13.4
78066,119.8,0.0,0.0,19.0
78067,155.6,9.7,0.0,28.6
78069,96.2,10.2,8.9,10.0
78070,112.1,5.4,6.5,23.5
78071,201.9,4.5,6.9,12.7
78072,123.0,3.3,6.2,17.0
78073,103.4,9.3,8.1,9.4
78075,62.1,43.1,4.8,19.0
78076,95.1,7.0,9.3,13.3
78101,108.3,4.9,4.9,19.3
78102,165.7,5.4,8.9,10.8
78104,223.8,6.6,11.8,38.2
78107,113.5,0.0,14.1,18.6
78108,95.2,8.9,5.8,9.5
78109,97.6,7.8,6.8,8.0
78112,97.9,6.3,6.0,8.9
78113,102.2,7.3,5.8,13.4
78114,97.0,7.3,6.3,15.8
78116,104.6,6.7,0.0,18.5
78117,108.9,10.0,3.5,21.2
78118,98.1,6.6,6.7,15.9
78119,208.2,6.6,7.8,11.3
78121,107.5,7.1,5.3,12.7
78122,106.0,8.4,0.0,40.5
78123,124.4,8.5,3.0,19.1
78124,97.0,5.5,4.6,15.7
78125,40.6,0.0,0.0,48.9
78130,94.8,6.1,6.2,14.5
78132,99.2,7.8,4.8,16.7
78133,97.3,6.4,4.1,22.0
78140,107.7,10.2,6.9,8.6
78141,105.5,6.7,3.6,26.5
78142,90.8,12.0,10.2,17.5
78143,50.7,11.1,0.0,20.8
78144,107.1,0.0,0.0,0.0
78145,84.1,2.6,6.0,34.5
78146,173.4,13.5,7.1,19.2
78147,94.6,6.6,13.6,12.1
78148,99.3,6.4,5.7,14.2
78150,-,0.0,73.0,0.0
78151,131.2,8.5,2.4,22.0
78152,102.0,9.5,3.6,14.6
78154,96.9,6.3,5.5,11.9
78155,91.5,6.8,6.8,17.2
78159,93.2,6.1,11.7,16.9
78160,99.5,8.9,2.8,19.4
78161,66.9,6.5,4.5,23.8
78162,140.8,9.0,9.3,17.6
78163,102.2,7.4,3.2,17.2
78164,109.6,3.7,1.2,31.8
78201,97.9,6.6,7.8,14.0
78202,99.9,7.8,4.8,10.5
78203,85.6,4.3,7.6,11.4
78204,94.4,5.2,7.5,14.0
78205,114.4,1.7,11.1,22.2
78207,111.7,6.7,6.8,12.4
78208,100.2,6.5,4.9,13.0
