zip_code,Estimate!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females),Percent!!SEX AND AGE!!Total population!!15 to 19 years,Percent!!SEX AND AGE!!Total population!!20 to 24 years,Percent!!SEX AND AGE!!Total population!!65 years and over
02858,50.9,2.3,23.8,6.7
02859,101.7,7.0,3.8,13.6
02860,104.5,5.6,7.3,12.3
02861,98.9,3.2,5.2,14.3
02863,108.3,7.5,8.8,7.2
02864,91.1,6.3,5.9,17.8
02865,88.7,6.8,6.2,20.0
02871,100.6,7.7,4.7,22.0
02872,44.4,0.0,5.7,50.8
02873,60.0,0.0,0.0,0.0
02874,93.8,8.2,7.1,14.8
02875,116.7,0.0,3.9,0.0
02876,34.7,6.5,8.8,0.0
02878,102.3,3.6,4.7,24.0
02879,98.1,5.9,7.9,23.4
02881,81.7,56.8,17.6,6.5
02882,84.3,5.7,20.3,24.2
02885,86.8,4.4,3.2,21.1
02886,84.5,5.2,5.1,20.8
02888,95.9,4.3,4.5,18.5
02889,96.0,4.5,5.9,17.9
02891,90.6,5.4,5.9,22.0
02892,89.9,5.0,7.0,17.2
02893,102.5,5.3,6.1,17.0
02894,86.6,9.5,4.8,16.8
02895,94.5,6.0,6.6,13.7
02896,94.0,4.9,4.9,23.6
02898,106.9,2.4,14.0,26.8
02903,87.4,14.5,16.7,16.8
02904,84.3,5.6,5.4,17.3
02905,92.1,9.6,11.3,12.3
02906,89.4,11.1,14.1,13.3
02907,98.3,7.7,9.3,9.2
02908,93.7,9.5,9.8,10.7
02909,98.5,7.9,9.1,8.9
02910,90.2,6.2,6.8,12.4
02911,81.2,8.3,6.8,15.3
02912,92.0,51.9,46.9,0.0
02914,89.7,3.4,6.5,19.1
02915,92.3,2.7,7.7,20.4
02916,97.9,4.5,4.0,20.0
02917,97.8,15.4,10.8,18.1
02919,91.0,4.8,4.9,19.7
02920,103.7,4.3,5.6,20.0
02921,95.6,5.0,7.5,17.7
03031,95.0,5.6,3.7,17.3
03032,103.4,6.1,5.5,13.9
03033,94.7,6.9,4.4,10.3
03034,109.6,4.2,7.5,17.2
03036,99.6,5.7,8.3,12.4
03037,96.1,8.7,5.0,15.4
03038,99.4,7.4,7.0,12.5
03042,102.3,4.0,2.5,18.3
03043,99.4,5.9,5.0,22.0
03044,98.0,4.9,3.9,17.4
03045,92.0,7.5,5.3,16.8
03046,102.1,6.5,4.8,11.7
03047,92.1,4.1,5.4,21.6
03048,107.6,5.2,4.6,16.5
03049,113.5,8.3,4.1,16.3
03051,95.9,6.7,6.5,15.7
03052,116.9,9.3,5.9,14.0
03053,96.3,7.8,6.5,13.6
03054,102.1,6.7,5.4,15.1
03055,89.0,6.7,4.4,15.8
03057,100.1,7.1,5.8,14.4
03060,94.4,5.8,7.2,13.5
03062,97.0,4.1,6.1,18.8
03063,101.3,6.5,6.3,16.1
03064,100.4,5.1,7.7,14.1
03070,97.4,7.2,5.1,11.4
03071,106.4,7.6,7.0,13.1
03076,97.5,6.1,6.1,16.1
03077,99.0,5.4,6.0,13.6
03079,102.9,6.5,5.9,18.7
03082,115.0,4.0,3.5,18.4
03084,101.6,3.4,6.3,20.8
03086,109.7,3.8,4.1,20.6
03087,98.2,4.8,4.0,14.9
03101,130.3,0.1,10.3,14.2
03102,95.2,8.0,9.2,13.7
03103,101.6,5.0,8.3,10.4
03104,101.5,5.5,9.0,15.4
03106,93.2,8.8,9.5,15.3
03109,100.9,6.3,6.4,15.6
03110,96.0,6.3,3.6,16.6
03215,89.8,15.6,1.6,30.1
03216,118.6,10.3,7.4,16.1
03217,84.2,10.2,2.7,20.6
03218,72.6,4.8,3.6,15.7
03220,83.8,4.7,5.4,15.2
03221,101.2,8.9,5.1,21.0
03222,98.8,4.5,9.2,21.4
03223,99.3,8.6,9.2,19.7
03224,94.9,6.9,5.6,17.4
03225,92.1,6.7,9.3,11.9
03226,125.6,4.5,3.7,30.3
03227,89.1,3.8,2.7,36.6
03229,96.4,3.0,4.3,19.0
03230,98.4,4.7,3.1,15.2
03231,95.5,7.5,3.6,23.6
03233,126.8,0.0,20.5,32.3
03234,99.9,5.6,5.1,19.4
03235,88.2,6.2,5.0,21.5
03237,100.5,6.3,3.2,21.0
03238,113.7,2.8,0.0,29.4
03240,107.6,6.1,9.5,19.8
03241,113.0,3.4,4.9,41.0
03242,109.2,8.9,12.8,15.5
03243,105.8,5.0,3.3,18.5
03244,112.1,6.5,2.3,17.0
03245,95.1,5.7,5.7,22.6
03246,100.9,6.0,6.3,22.1
03249,93.5,5.2,3.9,23.1
03251,101.1,3.7,6.7,30.8
03253,98.1,5.1,4.7,24.0
03254,94.4,5.6,4.0,29.6
03255,100.7,5.6,5.6,25.6
03256,89.8,5.2,5.1,23.9
03257,78.0,11.5,12.6,29.2
03258,101.0,4.9,4.8,15.2
03259,112.4,1.8,0.0,33.1
03260,97.1,4.6,1.7,24.8
03261,84.7,4.5,6.9,17.3
03262,102.5,3.9,9.1,25.1
03263,107.3,5.2,3.2,15.1
03264,94.9,19.5,8.0,18.5
03266,93.2,5.1,5.8,21.5
03268,111.3,5.4,4.8,22.8
03269,121.5,5.9,3.6,17.7
03273,140.3,1.3,4.5,17.4
03275,97.5,5.8,5.7,15.5
03276,101.7,5.5,7.3,17.0
03278,83.4,3.8,7.1,19.6
03279,103.5,3.8,8.2,25.2
03280,104.3,4.1,3.3,26.3
03281,90.4,6.9,8.9,10.7
03282,99.3,3.8,7.6,25.6
03284,123.7,7.5,1.4,30.8
03285,123.3,6.4,5.2,20.8
03287,88.3,6.4,4.6,22.0
03290,86.2,8.7,1.9,16.4
03291,31.3,0.0,0.0,11.0
03293,104.1,0.0,0.0,6.7
03301,102.7,6.0,7.1,17.5
03303,94.4,5.6,6.1,15.5
03304,105.2,10.1,2.8,17.0
03307,76.2,5.1,8.0,20.9
03431,87.3,10.9,12.4,18.6
03440,116.6,9.1,3.6,14.2
03441,92.5,0.0,0.0,37.7
03442,129.1,3.1,6.8,12.8
03443,51.2,0.0,0.0,24.5
03444,90.5,5.0,5.7,23.3
03445,99.3,4.8,2.6,14.9
03446,106.7,4.7,3.9,21.5
03447,113.0,4.7,2.8,21.1
03448,124.0,7.7,5.7,22.1
03449,87.7,5.3,3.2,31.8
03450,101.5,4.2,3.6,30.6
03451,120.0,6.0,5.0,17.3
03452,88.2,6.9,6.2,19.0
03455,94.9,4.4,4.4,20.6
03456,96.9,6.5,1.8,18.9
03457,115.7,8.8,5.8,18.8
03458,90.5,5.3,3.2,27.1
03461,105.6,13.9,10.3,14.3
03462,119.5,3.6,0.0,17.4
03464,87.1,1.6,6.4,25.7
03465,100.4,5.5,5.6,13.7
03466,100.0,2.7,1.2,24.1
03467,88.2,4.7,7.2,26.8
03470,85.6,3.1,6.8,17.6
03561,87.2,1.4,5.1,20.9
03570,128.1,6.2,5.0,18.7
03574,88.6,2.9,5.8,20.7
03575,1600.0,41.2,42.6,7.4
03576,101.9,2.8,4.3,27.5
03579,136.2,1.6,0.0,38.8
03580,82.6,2.2,9.0,33.6
03581,118.0,3.7,4.2,25.9
03582,99.2,5.0,5.3,19.6
03583,86.0,3.3,6.2,23.5
03584,97.7,8.1,6.5,21.9
03585,99.0,4.9,8.1,18.8
03586,87.1,4.6,0.6,22.8
03588,116.4,3.9,6.9,20.7
03590,115.6,7.7,5.8,21.9
03592,121.2,2.3,3.0,30.6
03593,97.9,4.8,7.2,33.2
03595,122.8,3.7,4.1,26.8
03597,85.2,0.7,7.1,45.8
03598,92.3,3.3,4.2,27.4
03601,131.1,3.3,1.9,25.8
03602,90.2,4.2,3.0,22.4
03603,99.6,3.1,2.9,21.3
03604,123.6,0.0,0.0,10.6
03605,87.9,7.5,2.0,18.8
03607,105.2,1.3,3.8,35.5
03608,100.6,4.0,5.3,24.7
03609,123.7,12.6,1.7,9.6
03740,138.9,2.9,2.1,26.7
03741,102.2,5.4,8.2,15.7
03743,93.2,4.9,5.8,19.3
03745,110.9,4.1,3.0,28.2
03746,84.9,4.3,0.0,33.0
03748,96.2,1.3,6.8,20.2
03750,128.4,2.2,2.7,7.6
03751,158.6,4.1,1.3,18.4
03752,100.0,6.7,1.9,23.9
03753,88.4,5.8,3.6,22.8
03754,264.3,0.0,0.0,0.0
03755,95.9,23.8,19.3,14.0
03765,110.0,20.5,0.0,25.9
03766,96.1,4.0,8.4,19.0
03768,95.6,4.8,3.3,24.5
03770,80.0,28.4,13.2,4.0
03771,124.3,3.7,4.0,23.1
03773,103.6,6.7,6.8,18.7
03774,106.8,5.0,7.0,24.2
03777,96.2,6.6,8.2,19.4
03779,107.7,2.2,3.0,19.7
03780,96.8,3.7,2.3,16.6
03781,106.1,6.2,4.6,22.4
03782,100.7,6.7,6.3,20.9
03784,102.9,4.1,7.4,22.3
03785,67.0,3.1,2.1,19.3
03801,97.1,4.4,6.4,17.6
03809,95.1,9.2,3.9,21.5
03810,91.7,5.3,0.1,40.7
03811,101.1,7.2,5.9,19.8
03812,86.8,0.2,1.0,46.8
03813,117.6,3.6,1.8,29.3
03814,81.7,4.4,5.6,20.5
03816,93.8,5.5,6.4,26.0
03817,155.8,0.0,0.0,26.1
03818,102.5,5.1,2.8,18.0
03819,105.5,8.2,6.6,12.3
03820,90.6,3.5,9.2,16.0
03823,110.8,6.5,7.7,10.1
03824,88.4,31.6,35.8,7.5
03825,99.7,3.3,7.1,8.7
03826,94.6,8.4,6.0,14.5
03827,99.7,9.3,4.6,20.4
03830,109.8,1.0,7.1,18.4
03832,90.4,0.0,5.4,32.1
03833,91.4,5.6,3.7,20.8
03835,114.3,8.7,4.1,15.5
03836,96.4,5.3,2.8,38.8
03837,100.0,1.3,4.8,17.7
03838,117.7,8.2,2.5,21.6
03839,107.8,7.0,6.7,11.3
03840,92.6,5.2,4.0,18.0
03841,92.5,5.2,6.0,20.7
03842,95.9,5.1,4.9,24.3
03844,117.1,3.7,4.9,15.6
03845,94.8,6.6,16.1,34.2
03846,69.3,1.8,1.9,34.4
03847,87.1,0.0,0.0,54.3
03848,112.6,5.0,7.6,17.2
03849,85.0,13.3,3.0,16.5
03850,84.9,0.0,0.0,78.5
03851,110.2,5.9,4.6,18.0
03852,93.2,2.6,2.8,22.5
03853,91.1,2.3,0.0,57.2
03854,83.1,8.6,0.5,39.4
03855,95.7,8.5,4.9,16.6
03856,85.7,8.5,2.2,13.6
03857,105.7,3.4,11.4,14.5
03858,107.9,5.7,6.3,15.4
03860,94.7,6.3,3.9,20.8
03861,94.0,3.8,9.3,16.4
03862,89.3,6.8,2.7,24.4
03864,110.3,6.7,2.6,30.9
03865,88.5,6.0,5.4,16.5
03867,97.7,6.1,7.0,18.4
03868,99.7,4.7,6.8,21.2
03869,83.3,5.1,7.4,16.1
03870,113.8,3.4,2.9,26.8
03871,69.6,0.0,0.0,78.6
03872,107.4,5.6,8.9,19.7
03873,95.2,6.5,7.3,12.7
03874,95.6,3.5,3.4,26.2
03875,117.2,0.7,2.1,30.3
03878,97.1,5.3,5.2,13.2
03882,77.6,7.2,8.3,16.8
03883,102.4,21.0,0.0,4.5
03884,93.6,5.7,5.5,16.5
03885,106.7,6.8,2.7,16.2
03886,102.2,5.4,5.6,16.8
03887,99.4,3.3,7.8,13.8
03890,59.6,0.0,0.0,39.2
03894,97.1,5.3,3.3,37.3
03901,92.9,5.6,3.2,17.8
03902,118.5,6.9,1.7,22.3
03903,101.4,7.5,2.5,19.6
03904,104.9,2.5,4.3,21.8
03905,95.8,2.8,2.7,29.5
03906,100.7,7.6,3.0,22.5
03907,85.0,4.6,4.3,39.2
03908,99.4,4.8,5.0,13.0
03909,90.9,6.4,2.8,27.5
03910,81.8,0.0,0.0,39.4
03911,110.7,0.0,0.0,100.0
04001,138.4,7.9,5.6,22.5
04002,94.6,5.0,2.7,20.0
04003,103.1,2.7,4.6,37.7
04005,92.3,6.9,9.9,16.4
04006,55.8,5.6,24.7,31.5
04008,97.9,3.1,0.9,20.5
04009,89.2,5.8,6.6,23.5
04010,93.8,6.7,4.7,21.6
04011,97.3,7.2,8.7,21.4
04015,122.1,4.6,3.7,20.6
04017,106.9,2.7,0.9,42.1
04019,27.8,0.0,0.0,39.1
04020,105.9,5.9,5.6,25.6
04021,81.6,6.2,4.9,16.1
04022,110.5,10.0,10.6,18.5
04024,86.3,5.5,3.3,13.8
04027,99.6,9.4,3.6,14.3
04029,130.9,4.4,4.3,25.9
04030,56.6,4.0,13.1,13.3
04032,87.0,6.3,3.0,18.2
04037,83.0,11.6,5.7,17.8
04038,97.4,8.4,9.5,13.9
04039,87.4,3.6,2.4,18.4
04040,114.3,6.1,3.9,24.0
04041,99.5,4.9,8.0,19.8
04042,112.7,6.4,1.6,18.6
04043,94.4,4.9,4.8,30.9
04046,87.2,4.4,4.9,22.4
04047,107.6,6.0,5.3,18.0
04048,99.1,5.5,5.1,16.7
04049,91.0,5.8,2.7,17.7
04050,93.8,2.5,1.9,28.3
04051,103.8,4.9,4.0,24.3
04055,103.9,5.3,4.4,21.2
04056,132.0,0.0,3.1,15.2
04057,52.9,32.1,19.2,48.7
04061,139.6,11.5,8.3,4.9
04062,97.0,4.9,5.8,15.5
04063,54.5,3.0,0.0,56.8
04064,94.4,3.1,4.1,23.6
04066,93.7,0.0,1.5,51.6
04068,94.3,5.3,6.2,22.4
04069,88.8,7.0,6.9,19.8
04071,84.0,5.7,6.3,19.8
04072,93.0,5.4,7.2,17.1
04073,85.4,5.6,5.1,16.7
04074,90.4,7.7,3.4,21.2
04076,98.6,7.7,3.2,16.6
04079,84.2,3.3,2.4,32.0
04083,101.2,5.1,7.8,17.3
04084,89.6,10.2,9.6,18.8
04085,82.2,14.0,5.6,4.3
04086,88.0,5.4,3.4,24.2
04087,97.4,6.9,11.3,17.4
04088,105.4,6.8,4.3,25.8
04090,93.8,3.2,3.7,26.7
04091,117.8,6.1,6.0,21.8
04092,100.1,4.8,6.5,17.0
04093,91.7,7.2,6.2,16.2
04095,101.5,6.3,1.2,23.2
04096,89.8,7.5,3.8,22.1
04097,96.8,6.2,4.5,11.9
04101,97.5,3.1,9.9,13.4
04102,89.9,5.7,6.9,12.8
04103,96.8,3.7,7.6,15.9
04105,90.6,6.9,2.5,18.7
04106,91.9,7.6,6.7,17.4
04107,90.3,6.1,4.6,22.4
04108,71.3,3.3,3.8,35.8
04109,159.3,0.0,0.0,45.7
04110,111.3,3.9,5.5,23.0
04210,92.1,5.7,5.7,18.3
04216,103.0,3.4,2.3,47.4
04217,121.8,4.3,4.6,23.8
04219,110.4,8.1,3.3,19.7
04220,99.1,5.8,6.8,16.1
04221,106.5,7.0,5.0,19.6
04222,100.4,5.6,1.6,12.6
04224,106.2,5.9,6.1,17.6
04226,91.6,6.6,7.7,27.5
04227,194.7,0.0,0.0,8.9
04228,-,-,-,-
04231,95.7,7.0,2.6,27.6
04234,42.9,0.0,0.0,62.5
04236,113.5,6.1,4.4,13.0
04237,50.0,2.3,5.2,24.1
04238,112.6,11.7,2.9,8.0
04239,87.0,5.8,5.0,16.6
04240,92.3,6.5,9.0,18.5
04250,102.7,4.1,7.0,13.8
04252,102.6,7.8,4.6,15.0
04253,94.4,5.2,4.0,16.7
04254,96.6,9.5,4.1,19.1
04255,118.8,5.2,1.5,22.9
04256,93.9,6.3,3.6,18.2
04257,103.9,3.4,0.6,28.4
04258,100.4,4.2,4.4,15.1
04259,91.8,3.9,3.0,18.9
04260,107.1,5.6,4.6,11.1
04261,90.6,4.4,2.0,23.6
04263,97.4,5.5,2.1,18.2
04265,108.7,3.9,9.1,15.6
04267,100.0,0.0,0.0,53.1
04268,84.2,5.4,3.0,22.2
04270,82.4,4.7,5.9,18.9
04271,-,-,-,-
04274,102.0,5.5,2.7,15.1
04275,101.4,5.5,0.7,35.5
04276,97.1,2.9,3.9,22.9
04280,90.6,8.4,2.5,18.8
04281,110.9,4.6,6.4,24.6
04282,101.7,5.8,7.0,16.0
04284,77.5,4.4,5.0,23.5
04285,110.4,2.1,2.3,36.8
04286,24.4,0.0,0.0,0.0
04287,94.5,6.2,1.7,17.2
04289,93.3,5.6,2.7,19.4
04290,101.5,6.7,3.5,18.8
04292,102.5,7.6,3.6,19.0
04294,90.7,4.6,3.6,23.1
04330,102.1,4.6,7.7,22.1
04342,104.0,3.8,5.4,19.2
04343,-,-,-,-
04344,93.2,8.5,9.0,15.0
04345,87.4,7.5,5.1,15.2
04346,90.4,5.5,2.1,20.2
04347,93.4,4.8,3.6,23.5
04348,119.2,3.1,3.1,22.2
04349,100.0,4.4,3.0,23.4
04350,93.4,5.9,3.2,19.9
04351,83.5,4.7,6.0,18.2
04352,74.5,5.4,2.3,20.2
04353,86.6,3.2,2.6,13.8
04354,101.5,6.7,4.5,19.2
04355,109.9,6.4,2.9,15.6
04357,93.2,7.8,4.7,16.8
04358,89.5,5.0,2.6,16.1
04359,112.9,3.0,0.0,25.2
04360,114.7,2.6,4.1,25.0
04363,92.7,4.9,3.6,17.4
04364,93.6,3.4,2.3,22.3
04401,91.9,6.6,7.0,15.6
04406,95.9,3.7,3.1,23.5
04408,165.1,5.4,5.4,26.9
04410,119.4,7.1,1.6,16.5
04411,113.0,5.1,3.3,16.9
04412,103.8,5.2,5.1,17.9
04413,167.1,4.1,0.0,28.7
04414,127.3,6.9,3.5,28.1
04415,108.6,4.7,0.9,23.7
04416,82.9,4.2,1.6,24.3
04417,93.0,5.8,0.6,32.1
04418,106.6,4.2,2.1,15.6
04419,99.4,4.0,4.9,16.1
04421,194.7,26.5,32.3,14.9
04422,141.5,8.9,2.4,9.0
04424,80.0,3.7,4.0,38.2
04426,93.5,7.0,3.2,27.1
04427,95.5,6.5,2.8,20.3
04428,93.4,8.9,3.6,19.6
04429,97.8,5.1,5.1,16.3
04430,94.2,2.6,1.7,25.4
04431,164.3,0.0,0.0,75.7
04434,98.7,7.1,3.0,22.9
04435,96.6,9.7,2.6,17.8
04438,108.6,6.9,3.1,15.8
04441,92.3,3.0,2.5,37.6
04442,250.0,0.0,0.0,100.0
04443,101.2,6.1,1.0,22.7
04444,102.4,3.7,4.9,17.1
04448,113.1,5.5,6.3,24.3
04449,118.0,5.3,5.8,15.9
04450,89.1,2.8,4.2,12.0
04451,91.5,4.9,4.0,24.8
04453,101.3,7.9,3.9,24.4
04454,118.2,0.0,0.0,83.3
04455,89.2,10.3,0.7,27.0
04456,100.1,6.1,6.5,15.5
04457,105.3,3.9,2.2,22.3
04459,99.3,2.8,1.8,23.3
04460,116.9,8.3,2.3,20.8
04461,83.3,6.4,4.2,12.6
04462,82.2,0.8,2.3,33.6
04463,100.6,5.4,9.1,19.0
04464,114.9,5.1,1.8,30.7
04468,96.3,4.1,9.3,18.0
04469,137.3,71.1,26.9,0.0
04471,92.9,3.9,1.9,26.3
04472,100.0,2.4,4.2,29.0
04473,103.5,11.6,29.9,14.7
04474,96.2,6.1,4.5,20.8
04475,131.8,1.2,4.2,24.6
04476,108.0,3.4,2.5,32.4
04478,73.8,12.0,0.0,40.9
04479,105.0,4.6,6.5,26.7
04481,88.6,10.0,3.8,20.9
04485,96.5,6.5,5.3,37.9
04487,126.3,7.0,3.9,24.5
04488,90.4,7.6,7.2,15.1
04489,129.3,0.0,20.3,6.0
04490,98.5,3.7,6.7,21.6
04491,114.9,9.7,0.0,26.4
04492,127.8,3.3,0.0,24.4
04493,105.2,4.1,4.5,22.7
04495,100.9,5.4,2.0,15.6
04496,88.2,5.9,4.8,16.1
04497,96.1,6.3,3.0,27.0
04530,103.7,4.3,6.9,20.7
04535,104.2,5.3,2.7,18.4
04537,106.9,4.6,3.7,31.8
04538,79.4,3.5,3.0,41.1
04539,101.8,8.0,0.0,34.0
04541,207.1,0.0,0.0,86.0
04543,89.1,6.7,6.0,29.6
04544,100.9,0.0,3.1,56.7
04547,89.5,4.5,4.1,24.5
04548,106.0,2.0,2.2,39.7
04551,79.9,3.4,1.3,26.6
04553,96.6,5.7,4.3,21.4
04554,83.5,4.1,7.4,38.7
04555,96.9,7.0,3.7,24.8
04556,86.4,4.0,4.6,31.1
04558,65.5,0.0,0.0,41.0
04562,94.0,4.7,1.0,29.2
04563,110.3,6.2,5.0,27.1
04564,105.6,3.6,8.5,14.6
04568,113.3,1.7,0.0,37.1
04570,-,-,-,-
04571,92.4,10.3,15.3,15.5
04572,78.9,5.4,3.8,27.6
04573,94.8,10.4,4.3,37.5
04574,116.9,6.8,1.0,17.8
04575,165.5,0.0,7.8,83.1
04576,96.9,1.0,1.4,52.5
04578,114.8,5.5,10.3,21.8
04579,91.9,6.7,7.1,19.2
04605,90.5,4.0,3.9,20.0
04606,95.1,7.3,7.3,27.6
04607,105.7,3.4,3.3,28.5
04609,105.3,8.4,6.6,18.7
04611,140.0,4.9,7.8,28.1
04612,93.3,4.9,0.9,34.8
04613,75.5,8.1,0.0,11.6
04614,77.5,5.5,8.8,22.3
04616,101.2,11.7,4.8,36.5
04617,77.6,3.5,1.3,33.8
04619,98.9,8.0,3.4,25.1
04622,91.3,2.3,2.4,27.7
04623,88.7,4.5,5.1,13.3
04624,83.5,0.0,0.0,65.3
04625,61.0,0.0,0.0,65.2
04626,111.7,4.7,5.1,20.5
04627,82.5,3.4,4.2,33.4
04628,124.4,9.9,5.8,10.6
04629,-,-,-,-
04630,87.8,7.8,8.6,12.2
04631,76.6,4.6,2.9,34.0
04634,111.1,2.0,3.9,25.2
04635,116.7,23.1,15.4,23.1
04637,76.9,0.0,0.0,55.9
04640,83.5,4.3,2.9,23.7
04642,69.2,0.0,4.5,41.8
04643,107.4,5.8,4.2,26.2
04644,-,-,-,-
04645,300.0,10.0,0.0,10.0
04646,61.9,0.0,8.8,0.0
04648,97.6,8.7,3.2,11.7
04649,101.3,5.5,6.6,27.9
04650,128.3,0.0,0.0,60.9
04652,89.6,2.9,3.3,32.9
04653,78.8,3.2,9.0,17.5
04654,98.5,6.4,8.0,22.3
04655,157.7,3.3,3.3,23.3
04657,120.1,3.5,1.5,29.5
04658,86.8,7.3,9.0,23.7
04660,90.6,4.8,4.2,30.6
04662,84.1,2.3,13.5,27.5
04664,106.4,5.2,5.6,18.7
04666,82.4,6.9,5.2,27.0
04667,89.8,3.8,4.5,18.8
04668,92.1,7.4,6.0,14.7
04669,109.9,4.7,9.4,44.3
04671,99.0,2.3,7.0,31.0
04673,115.6,17.4,0.0,13.0
04674,103.2,4.9,4.7,17.1
04675,93.2,0.0,16.8,32.9
04676,100.4,3.1,3.2,23.2
04677,85.0,0.8,0.0,37.8
04679,79.0,3.6,3.4,34.2
04680,104.8,5.0,3.1,24.1
04681,102.5,2.0,2.4,26.4
04683,65.2,0.0,0.0,45.9
04684,84.7,1.0,3.1,27.0
04685,122.3,9.6,1.8,24.3
04686,104.5,3.0,9.6,31.1
04691,108.8,4.2,5.5,25.4
04693,98.5,3.7,5.0,38.0
04694,90.9,6.2,5.0,19.5
04730,95.1,7.0,4.7,21.6
04732,120.6,5.8,3.4,25.2
04733,95.1,7.9,0.0,36.7
04734,99.4,3.0,7.7,26.9
04735,117.2,7.4,5.5,16.6
04736,104.7,5.3,4.4,21.6
04739,104.7,5.5,2.4,41.2
04740,97.0,4.0,6.6,26.7
04741,-,0.0,0.0,0.0
04742,96.6,5.3,5.6,22.0
04743,95.8,5.7,7.3,21.3
04745,109.8,1.8,2.0,21.4
04746,114.6,2.1,0.0,33.8
04747,102.1,4.7,3.2,31.1
04750,106.7,13.6,7.1,15.1
04756,78.1,2.2,7.6,36.7
04757,97.1,7.1,3.2,18.2
04758,83.6,4.5,6.6,19.7
04760,117.4,3.5,3.7,29.8
04761,88.3,3.5,2.5,13.5
04762,86.3,6.0,1.9,24.7
04763,94.1,1.8,8.6,24.0
04764,135.7,6.1,0.0,39.4
04765,101.0,1.9,3.1,33.3
04766,103.1,2.3,2.8,23.4
04768,114.8,4.5,1.1,38.6
04769,95.7,7.7,6.9,19.2
04772,89.8,4.2,1.9,30.0
04773,82.5,2.1,3.7,23.5
04774,93.4,3.6,1.7,28.9
04776,110.1,2.9,3.5,23.1
04777,88.0,3.2,4.8,14.2
04779,111.3,1.0,2.3,55.4
04780,102.3,7.4,5.8,19.3
04781,131.6,7.3,4.4,20.2
04783,100.0,5.5,8.5,30.3
04785,90.7,3.6,7.3,30.6
04786,98.3,2.1,5.9,24.4
04787,106.0,1.7,6.4,24.0
04841,85.4,4.3,6.3,23.1
04843,77.4,4.0,2.8,36.6
04847,98.7,7.5,3.5,17.2
04848,104.0,2.9,0.5,37.9
04849,100.3,3.9,5.0,25.7
04851,106.8,0.0,0.0,35.2
04852,107.7,0.0,3.7,27.8
04853,98.7,6.2,4.2,28.8
04854,114.0,5.7,4.4,28.8
04855,126.4,0.0,0.0,45.4
04856,81.9,6.1,5.4,26.5
04858,96.3,5.3,3.9,26.9
04859,104.6,0.0,6.8,39.8
04860,95.9,3.7,3.5,37.3
04861,125.5,5.6,6.4,23.1
04862,94.6,6.8,5.6,17.2
04863,102.0,3.9,10.1,27.5
04864,151.2,3.3,4.3,11.1
04901,88.6,8.6,8.9,19.3
04910,102.5,5.7,4.2,18.2
04911,125.7,5.5,4.3,15.2
04912,100.0,6.4,6.1,19.9
04915,84.0,3.2,3.7,23.8
04917,87.6,6.5,5.2,18.4
04918,120.6,3.0,3.3,31.0
04920,123.8,6.3,2.2,23.3
04921,99.5,7.9,4.8,21.0
04922,103.2,3.9,4.5,28.2
04923,85.8,6.0,1.0,33.1
04924,110.8,6.0,6.1,13.1
04925,100.0,2.9,4.4,48.5
04926,101.9,0.0,0.0,0.0
04927,97.4,3.4,2.8,19.5
04928,102.4,5.8,4.3,24.1
04929,88.9,12.6,6.6,13.7
04930,91.3,6.4,5.2,24.9
04932,92.5,6.1,3.1,18.6
04933,383.3,0.0,0.0,79.3
04936,123.9,8.3,0.0,30.4
04937,94.7,6.8,5.7,13.7
04938,93.9,10.1,13.0,21.3
04939,96.9,3.7,2.5,26.3
04940,-,-,-,-
04941,110.4,6.2,5.7,21.9
04942,96.7,7.9,2.9,29.0
04943,106.4,5.5,5.2,21.9
04944,95.2,0.0,0.0,0.0
04945,100.0,3.5,4.2,30.0
04947,120.0,7.3,3.8,31.5
04949,112.3,2.5,1.6,19.8
04950,100.0,4.3,5.8,22.8
04951,105.1,3.2,4.1,14.1
04952,107.9,3.2,4.0,19.1
04953,104.2,6.3,3.7,22.5
04955,91.6,3.8,1.7,17.8
04956,120.1,4.9,4.2,17.1
04957,106.2,3.8,5.8,17.2
04958,114.6,4.0,8.0,20.2
04961,107.9,1.1,4.8,32.7
04962,83.6,11.2,0.0,11.2
04963,119.4,6.2,4.0,19.7
04964,200.0,0.0,0.0,49.5
04965,96.9,7.0,2.3,20.0
04966,94.1,5.8,3.5,25.2
04967,80.3,8.2,4.7,19.7
04969,107.7,6.1,3.9,19.4
04970,104.8,6.4,3.9,23.9
04971,93.0,5.2,2.3,19.0
04973,98.9,5.1,5.2,25.2
04974,88.1,13.1,3.9,25.7
04975,100.0,0.0,0.0,100.0
04976,91.3,4.0,4.7,24.5
04978,93.4,9.9,6.1,26.9
04979,101.9,6.2,2.9,23.2
04981,106.2,5.7,6.4,30.0
04982,149.8,2.5,0.4,19.8
04983,95.6,5.4,2.5,18.4
04984,108.7,4.0,3.6,22.6
04985,70.0,5.9,0.0,33.3
04986,116.0,7.0,6.5,13.8
04987,101.3,4.3,3.9,15.7
04988,92.8,14.3,13.6,13.9
04989,108.2,6.8,4.6,17.5
04992,-,0.0,0.0,27.6
05001,90.0,4.2,4.3,25.5
05031,47.4,19.1,27.0,26.1
05032,98.4,9.2,6.8,17.4
05033,111.9,5.1,5.7,18.4
05034,120.5,4.4,11.6,13.7
05035,98.9,5.4,0.0,19.1
05036,90.4,3.9,9.2,22.7
05037,126.2,2.8,3.6,20.7
